Name,Nestbox,Section,Number,Longitude,Latitude,Grid Ref
Nestbox DMC14, DMC14,dmc,14,-1.344838683,51.74111264,SP4533404915
Nestbox DMC15, DMC15,dmc,15,-1.345305346,51.74089046,SP4530204890
Nestbox DMC16, DMC16,dmc,16,-1.346003322,51.74069653,SP4525404868
Nestbox DMC17, DMC17,dmc,17,-1.346336918,51.74066242,SP4523104864
Nestbox DMC18, DMC18,dmc,18,-1.34314536,51.74103126,SP4545104907
Nestbox DMC19, DMC19,dmc,19,-1.343526053,51.74074567,SP4542504875
Nestbox DMC2, DMC2,dmc,2,-1.344496369,51.74174911,SP4535704986
Nestbox DMC20, DMC20,dmc,20,-1.343772631,51.74072007,SP4540804872
Nestbox DMC21, DMC21,dmc,21,-1.344339496,51.74057937,SP4536904856
Nestbox DMC22, DMC22,dmc,22,-1.344948892,51.74050185,SP4532704847
Nestbox DMC23, DMC23,dmc,23,-1.345687971,51.74047,SP4527604843
Nestbox DMC24, DMC24,dmc,24,-1.345835512,51.740282,SP4526604822
Nestbox DMC25, DMC25,dmc,25,-1.343994671,51.74038863,SP4539304835
Nestbox DMC26, DMC26,dmc,26,-1.344940519,51.74007921,SP4532804800
Nestbox DMC27, DMC27,dmc,27,-1.345418796,51.7400549,SP4529504797
Nestbox DMC3, DMC3,dmc,3,-1.345134355,51.74169871,SP4531304980
Nestbox DMC4, DMC4,dmc,4,-1.343502715,51.74135694,SP4542604943
Nestbox DMC5, DMC5,dmc,5,-1.344584821,51.7416417,SP4535104974
Nestbox DMC6, DMC6,dmc,6,-1.344919985,51.74149971,SP4532804958
Nestbox DMC7, DMC7,dmc,7,-1.34510747,51.7415547,SP4531504964
Nestbox DMC8, DMC8,dmc,8,-1.345634401,51.74117101,SP4527904921
Nestbox DMC9, DMC9,dmc,9,-1.3462451,51.74100358,SP4523704902
Nestbox EL1, EL1,el,1,-1.266792917,51.71318347,SP5075401860
Nestbox EL10, EL10,el,10,-1.265893666,51.71061533,SP5081901575
Nestbox EL11, EL11,el,11,-1.266583515,51.71091635,SP5077101608
Nestbox EL12, EL12,el,12,-1.267425207,51.71077774,SP5071301592
Nestbox EL13, EL13,el,13,-1.268740115,51.7109118,SP5062201606
Nestbox EL14, EL14,el,14,-1.267823163,51.71122978,SP5068501642
Nestbox EL15, EL15,el,15,-1.268711584,51.71178378,SP5062301703
Nestbox EL16, EL16,el,16,-1.267296218,51.71159514,SP5072101683
Nestbox EL17, EL17,el,17,-1.267866105,51.71215616,SP5068101745
Nestbox EL18, EL18,el,18,-1.267580535,51.71281074,SP5070001818
Nestbox EL2, EL2,el,2,-1.266351828,51.71271317,SP5078501808
Nestbox EL3, EL3,el,3,-1.266908756,51.71228506,SP5074701760
Nestbox EL4, EL4,el,4,-1.265409401,51.71102591,SP5085201621
Nestbox EL5, EL5,el,5,-1.265314941,51.71060272,SP5085901574
Nestbox EL6, EL6,el,6,-1.265017443,51.71020525,SP5088001530
Nestbox EL7, EL7,el,7,-1.265053378,51.70977389,SP5087801482
Nestbox EL8, EL8,el,8,-1.265412399,51.70994697,SP5085301501
Nestbox EL9, EL9,el,9,-1.266001224,51.71022938,SP5081201532
Nestbox EX1, EX1,ex,1,-1.338921875,51.77208758,SP4571108364
Nestbox EX10, EX10,ex,10,-1.342334576,51.77460627,SP4547308642
Nestbox EX100, EX100,ex,100,-1.334720043,51.77971422,SP4599409215
Nestbox EX101, EX101,ex,101,-1.336159968,51.77958829,SP4589409200
Nestbox EX102, EX102,ex,102,-1.336866967,51.77926725,SP4584609164
Nestbox EX103, EX103,ex,103,-1.337501826,51.7793682,SP4580209174
Nestbox EX104, EX104,ex,104,-1.337608874,51.77914529,SP4579509149
Nestbox EX105, EX105,ex,105,-1.338034754,51.77915425,SP4576509150
Nestbox EX106, EX106,ex,106,-1.338358682,51.77898829,SP4574309132
Nestbox EX107, EX107,ex,107,-1.339140542,51.77902821,SP4568909136
Nestbox EX108, EX108,ex,108,-1.339377591,51.77861729,SP4567309090
Nestbox EX109, EX109,ex,109,-1.340099546,51.77872924,SP4562309102
Nestbox EX10a, EX10a,ex,10a,-1.341325307,51.77523899,SP4554208713
Nestbox EX11, EX11,ex,11,-1.342746372,51.77519299,SP4544408707
Nestbox EX110, EX110,ex,110,-1.340345409,51.77854828,SP4560709081
Nestbox EX111, EX111,ex,111,-1.341056321,51.77864226,SP4555709091
Nestbox EX112, EX112,ex,112,-1.340889423,51.7782583,SP4556909049
Nestbox EX113, EX113,ex,113,-1.341083436,51.77802436,SP4555609023
Nestbox EX114, EX114,ex,114,-1.341771266,51.77809034,SP4550909030
Nestbox EX115, EX115,ex,115,-1.342172145,51.77819329,SP4548109041
Nestbox EX116, EX116,ex,116,-1.342818261,51.77772837,SP4543708989
Nestbox EX117, EX117,ex,117,-1.343412005,51.77778536,SP4539608995
Nestbox EX118, EX118,ex,118,-1.343436085,51.77744437,SP4539408957
Nestbox EX119, EX119,ex,119,-1.343945032,51.77760132,SP4535908974
Nestbox EX12, EX12,ex,12,-1.343289527,51.77571752,SP4540608765
Nestbox EX120, EX120,ex,120,-1.344088934,51.77718331,SP4535008927
Nestbox EX121, EX121,ex,121,-1.344445875,51.77721731,SP4532508931
Nestbox EX122, EX122,ex,122,-1.344973952,51.77723437,SP4528908932
Nestbox EX123, EX123,ex,123,-1.345728754,51.77723929,SP4523708932
Nestbox EX124, EX124,ex,124,-1.345828666,51.77694539,SP4523008900
Nestbox EX125, EX125,ex,125,-1.346215771,51.77673741,SP4520308876
Nestbox EX126, EX126,ex,126,-1.346922622,51.77704138,SP4515408910
Nestbox EX127, EX127,ex,127,-1.346250733,51.77730729,SP4520008940
Nestbox EX12a, EX12a,ex,12a,-1.342216274,51.77576547,SP4548008771
Nestbox EX13, EX13,ex,13,-1.343630444,51.77619595,SP4538208818
Nestbox EX13a, EX13a,ex,13a,-1.344754344,51.77565376,SP4530508757
Nestbox EX14, EX14,ex,14,-1.342625728,51.77651402,SP4545108854
Nestbox EX14a, EX14a,ex,14a,-1.341068853,51.77592988,SP4555908790
Nestbox EX14b, EX14b,ex,14b,-1.340029108,51.77666132,SP4563008872
Nestbox EX15, EX15,ex,15,-1.341575294,51.77698468,SP4552308907
Nestbox EX16, EX16,ex,16,-1.340276748,51.77757082,SP4561208973
Nestbox EX17, EX17,ex,17,-1.339087763,51.77760011,SP4569408977
Nestbox EX18, EX18,ex,18,-1.338849695,51.77802136,SP4571009024
Nestbox EX18a, EX18a,ex,18a,-1.338119202,51.77742383,SP4576108958
Nestbox EX19, EX19,ex,19,-1.33743724,51.77846297,SP4580709074
Nestbox EX19a, EX19a,ex,19a,-1.337331954,51.77773409,SP4581508993
Nestbox EX2, EX2,ex,2,-1.340005996,51.77228249,SP4563608385
Nestbox EX20, EX20,ex,20,-1.336192497,51.77833906,SP4589309061
Nestbox EX21, EX21,ex,21,-1.334749433,51.77888836,SP4599209123
Nestbox EX22, EX22,ex,22,-1.334269682,51.77898455,SP4602509134
Nestbox EX25, EX25,ex,25,-1.332871551,51.77746611,SP4612308966
Nestbox EX26, EX26,ex,26,-1.332409886,51.77731963,SP4615508950
Nestbox EX27, EX27,ex,27,-1.331406246,51.77657666,SP4622508868
Nestbox EX28, EX28,ex,28,-1.332235667,51.77635659,SP4616808843
Nestbox EX29, EX29,ex,29,-1.333106307,51.7762896,SP4610808835
Nestbox EX29a, EX29a,ex,29a,-1.334387639,51.77589225,SP4602008790
Nestbox EX3, EX3,ex,3,-1.340502382,51.77203352,SP4560208357
Nestbox EX30, EX30,ex,30,-1.334939937,51.7766171,SP4598108870
Nestbox EX31, EX31,ex,31,-1.335911482,51.77674604,SP4591408884
Nestbox EX31a, EX31a,ex,31a,-1.335381147,51.77732747,SP4595008949
Nestbox EX32, EX32,ex,32,-1.336928241,51.77659893,SP4584408867
Nestbox EX33, EX33,ex,33,-1.337929711,51.77650566,SP4577508856
Nestbox EX34, EX34,ex,34,-1.33885753,51.7764929,SP4571108854
Nestbox EX34a, EX34a,ex,34a,-1.339097872,51.77690785,SP4569408900
Nestbox EX35, EX35,ex,35,-1.339211795,51.77605432,SP4568708805
Nestbox EX35a, EX35a,ex,35a,-1.339820104,51.77608471,SP4564508808
Nestbox EX36, EX36,ex,36,-1.340100189,51.7757626,SP4562608772
Nestbox EX37, EX37,ex,37,-1.340294886,51.77533212,SP4561308724
Nestbox EX38, EX38,ex,38,-1.339998143,51.77480897,SP4563408666
Nestbox EX38a, EX38a,ex,38a,-1.339490774,51.77481511,SP4566908667
Nestbox EX39, EX39,ex,39,-1.339107273,51.7752715,SP4569508718
Nestbox EX39a, EX39a,ex,39a,-1.336695693,51.77565354,SP4586108762
Nestbox EX39b, EX39b,ex,39b,-1.337898989,51.77563335,SP4577808759
Nestbox EX39c, EX39c,ex,39c,-1.337693175,51.77484096,SP4579308671
Nestbox EX4, EX4,ex,4,-1.341293659,51.77243402,SP4554708401
Nestbox EX40, EX40,ex,40,-1.338607518,51.7747562,SP4573008661
Nestbox EX41, EX41,ex,41,-1.337681424,51.77366305,SP4579508540
Nestbox EX41a, EX41a,ex,41a,-1.338271231,51.77297405,SP4575508463
Nestbox EX41b, EX41b,ex,41b,-1.338522192,51.77266077,SP4573808428
Nestbox EX41c, EX41c,ex,41c,-1.338191641,51.7724701,SP4576108407
Nestbox EX41d, EX41d,ex,41d,-1.336882772,51.77277742,SP4585108442
Nestbox EX41e, EX41e,ex,41e,-1.337959509,51.77248677,SP4577708409
Nestbox EX42, EX42,ex,42,-1.33706617,51.77410915,SP4583708590
Nestbox EX42a, EX42a,ex,42a,-1.336594247,51.77466394,SP4586908652
Nestbox EX43, EX43,ex,43,-1.3359745,51.77442667,SP4591208626
Nestbox EX43a, EX43a,ex,43a,-1.336553409,51.77349485,SP4587308522
Nestbox EX43b, EX43b,ex,43b,-1.335889674,51.7732933,SP4591908500
Nestbox EX43c, EX43c,ex,43c,-1.334970833,51.7736563,SP4598208541
Nestbox EX43d, EX43d,ex,43d,-1.333467317,51.77441249,SP4608508626
Nestbox EX43e, EX43e,ex,43e,-1.334551074,51.77463441,SP4601008650
Nestbox EX44, EX44,ex,44,-1.336269216,51.77508469,SP4589108699
Nestbox EX45, EX45,ex,45,-1.335218882,51.7755463,SP4596308751
Nestbox EX46, EX46,ex,46,-1.334232582,51.77559467,SP4603108757
Nestbox EX47, EX47,ex,47,-1.333062776,51.77530931,SP4611208726
Nestbox EX47a, EX47a,ex,47a,-1.332507679,51.77560287,SP4615008759
Nestbox EX48, EX48,ex,48,-1.332229521,51.77488703,SP4617008679
Nestbox EX48a, EX48a,ex,48a,-1.332090175,51.77541169,SP4617908738
Nestbox EX49, EX49,ex,49,-1.331142028,51.77483986,SP4624508675
Nestbox EX49a, EX49a,ex,49a,-1.332451923,51.77446967,SP4615508633
Nestbox EX49b, EX49b,ex,49b,-1.331411127,51.77428393,SP4622708613
Nestbox EX49c, EX49c,ex,49c,-1.331565119,51.77563348,SP4621508763
Nestbox EX5, EX5,ex,5,-1.342225059,51.77216904,SP4548308371
Nestbox EX50, EX50,ex,50,-1.330227403,51.77494254,SP4630808687
Nestbox EX51, EX51,ex,51,-1.328939167,51.77482731,SP4639708675
Nestbox EX51a, EX51a,ex,51a,-1.329156922,51.77578161,SP4638108781
Nestbox EX51b, EX51b,ex,51b,-1.330123017,51.7761198,SP4631408818
Nestbox EX51c, EX51c,ex,51c,-1.32917125,51.77677073,SP4637908891
Nestbox EX51d, EX51d,ex,51d,-1.328234071,51.77590969,SP4644508796
Nestbox EX52, EX52,ex,52,-1.327775762,51.7750904,SP4647708705
Nestbox EX53, EX53,ex,53,-1.326934925,51.77510357,SP4653508707
Nestbox EX54, EX54,ex,54,-1.325891057,51.77512457,SP4660708710
Nestbox EX55, EX55,ex,55,-1.325505921,51.77470876,SP4663408664
Nestbox EX56, EX56,ex,56,-1.326696977,51.77453577,SP4655208644
Nestbox EX57, EX57,ex,57,-1.327843212,51.77445241,SP4647308634
Nestbox EX58, EX58,ex,58,-1.328603083,51.77403416,SP4642108587
Nestbox EX59, EX59,ex,59,-1.329026157,51.77384776,SP4639208566
Nestbox EX5a, EX5a,ex,5a,-1.342675215,51.77210862,SP4545208364
Nestbox EX6, EX6,ex,6,-1.34217283,51.77277116,SP4548608438
Nestbox EX60, EX60,ex,60,-1.329916569,51.77342126,SP4633108518
Nestbox EX61, EX61,ex,61,-1.330241115,51.77303649,SP4630908475
Nestbox EX62, EX62,ex,62,-1.330392551,51.77259679,SP4629908426
Nestbox EX62a, EX62a,ex,62a,-1.33006576,51.77215436,SP4632208377
Nestbox EX62b, EX62b,ex,62b,-1.329957679,51.77162326,SP4633008318
Nestbox EX62c, EX62c,ex,62c,-1.329964732,51.77114677,SP4633008265
Nestbox EX62d, EX62d,ex,62d,-1.330397638,51.77084209,SP4630108231
Nestbox EX62e, EX62e,ex,62e,-1.330053192,51.76986998,SP4632608123
Nestbox EX62f, EX62f,ex,62f,-1.329279379,51.76961112,SP4637908094
Nestbox EX62g, EX62g,ex,62g,-1.328815401,51.76921628,SP4641208051
Nestbox EX62h, EX62h,ex,62h,-1.328199747,51.76867194,SP4645507991
Nestbox EX62i, EX62i,ex,62i,-1.328595559,51.76848341,SP4642807969
Nestbox EX63, EX63,ex,63,-1.331339962,51.77223354,SP4623408385
Nestbox EX64, EX64,ex,64,-1.332055923,51.77282203,SP4618408450
Nestbox EX65, EX65,ex,65,-1.332876262,51.77321331,SP4612708493
Nestbox EX66, EX66,ex,66,-1.336512466,51.77191775,SP4587808346
Nestbox EX67, EX67,ex,67,-1.335371819,51.7720406,SP4595608361
Nestbox EX68, EX68,ex,68,-1.336061892,51.7714331,SP4590908293
Nestbox EX69, EX69,ex,69,-1.336211421,51.77111925,SP4589908258
Nestbox EX7, EX7,ex,7,-1.341077432,51.77334946,SP4556108503
Nestbox EX70, EX70,ex,70,-1.336707288,51.77090626,SP4586508234
Nestbox EX71, EX71,ex,71,-1.336918199,51.77035899,SP4585108173
Nestbox EX71a, EX71a,ex,71a,-1.337537895,51.77059625,SP4580808199
Nestbox EX72, EX72,ex,72,-1.335883396,51.77075775,SP4592208218
Nestbox EX72a, EX72a,ex,72a,-1.336032133,51.77049785,SP4591208189
Nestbox EX73, EX73,ex,73,-1.335283346,51.77016994,SP4596408153
Nestbox EX73a, EX73a,ex,73a,-1.334315753,51.76993968,SP4603108128
Nestbox EX74, EX74,ex,74,-1.336081803,51.77007554,SP4590908142
Nestbox EX75, EX75,ex,75,-1.335986301,51.7696704,SP4591608097
Nestbox EX75a, EX75a,ex,75a,-1.336440525,51.7693313,SP4588508059
Nestbox EX76, EX76,ex,76,-1.336246223,51.76874578,SP4589907994
Nestbox EX77, EX77,ex,77,-1.334915204,51.7685944,SP4599107978
Nestbox EX78, EX78,ex,78,-1.333641759,51.7684703,SP4607907965
Nestbox EX79, EX79,ex,79,-1.337105671,51.77141201,SP4583708290
Nestbox EX8, EX8,ex,8,-1.341127548,51.77388921,SP4555708563
Nestbox EX80, EX80,ex,80,-1.337711154,51.77163121,SP4579508314
Nestbox EX81a, EX81a,ex,81a,-1.337952118,51.77200121,SP4577808355
Nestbox EX84, EX84,ex,84,-1.333554619,51.76749876,SP4608607857
Nestbox EX85, EX85,ex,85,-1.334194163,51.76736796,SP4604207842
Nestbox EX86, EX86,ex,86,-1.33478919,51.76730794,SP4600107835
Nestbox EX88, EX88,ex,88,-1.335948266,51.76732349,SP4592107836
Nestbox EX89, EX89,ex,89,-1.337317853,51.76780774,SP4582607889
Nestbox EX8a, EX8a,ex,8a,-1.340888079,51.77440935,SP4557308621
Nestbox EX9, EX9,ex,9,-1.341907253,51.77409138,SP4550308585
Nestbox EX90, EX90,ex,90,-1.337823961,51.76788252,SP4579107897
Nestbox EX91, EX91,ex,91,-1.338286599,51.76795706,SP4575907905
Nestbox EX92, EX92,ex,92,-1.338688389,51.76822905,SP4573107935
Nestbox H1, H1,h,1,-1.313686864,51.75794372,SP4746706807
Nestbox H10, H10,h,10,-1.315802699,51.75694904,SP4732206695
Nestbox H11, H11,h,11,-1.316160795,51.75722086,SP4729706725
Nestbox H12, H12,h,12,-1.316281304,51.75691586,SP4728906691
Nestbox H13, H13,h,13,-1.316281947,51.75783296,SP4728806793
Nestbox H14, H14,h,14,-1.316375349,51.75836399,SP4728106852
Nestbox H15, H15,h,15,-1.316830173,51.75702694,SP4725106703
Nestbox H16, H16,h,16,-1.316095205,51.75868604,SP4730006888
Nestbox H17, H17,h,17,-1.315428246,51.75871813,SP4734606892
Nestbox H18, H18,h,18,-1.31530656,51.75814198,SP4735506828
Nestbox H19, H19,h,19,-1.315943042,51.75820862,SP4731106835
Nestbox H2, H2,h,2,-1.314501541,51.7577237,SP4741106782
Nestbox H20, H20,h,20,-1.315597797,51.75804477,SP4733506817
Nestbox H21, H21,h,21,-1.315470674,51.75782824,SP4734406793
Nestbox H22, H22,h,22,-1.314846508,51.75790553,SP4738706802
Nestbox H23, H23,h,23,-1.315967035,51.75757938,SP4731006765
Nestbox H24, H24,h,24,-1.314967236,51.75854461,SP4737806873
Nestbox H25, H25,h,25,-1.314406181,51.75828059,SP4741706844
Nestbox H26, H26,h,26,-1.315781693,51.75738049,SP4732306743
Nestbox H3, H3,h,3,-1.314276828,51.75725484,SP4742706730
Nestbox H4, H4,h,4,-1.313879418,51.75766612,SP4745406776
Nestbox H5, H5,h,5,-1.31475503,51.75724864,SP4739406729
Nestbox H6, H6,h,6,-1.314932679,51.75699792,SP4738206701
Nestbox H7, H7,h,7,-1.315495624,51.75713607,SP4734306716
Nestbox H8, H8,h,8,-1.317013098,51.75642559,SP4723906636
Nestbox H9, H9,h,9,-1.316783322,51.75725145,SP4725406728
Nestbox HB1, HB1,hb,1,-1.262026374,51.72236073,SP5107302884
Nestbox HB10, HB10,hb,10,-1.264669957,51.72181983,SP5089102822
Nestbox HB11, HB11,hb,11,-1.265885304,51.7218634,SP5080702826
Nestbox HB12, HB12,hb,12,-1.266482139,51.72166032,SP5076602803
Nestbox HB13, HB13,hb,13,-1.267510612,51.72162178,SP5069502798
Nestbox HB14, HB14,hb,14,-1.267292953,51.72075726,SP5071102702
Nestbox HB15, HB15,hb,15,-1.266307925,51.72079607,SP5077902707
Nestbox HB16, HB16,hb,16,-1.265659606,51.72060321,SP5082402686
Nestbox HB17, HB17,hb,17,-1.266718605,51.72046596,SP5075102670
Nestbox HB18, HB18,hb,18,-1.26666623,51.72012396,SP5075502632
Nestbox HB19, HB19,hb,19,-1.26367245,51.72084253,SP5096102714
Nestbox HB2, HB2,hb,2,-1.262500996,51.72166239,SP5104102806
Nestbox HB20, HB20,hb,20,-1.264283172,51.72067552,SP5091902695
Nestbox HB3, HB3,hb,3,-1.262882468,51.72135008,SP5101502771
Nestbox HB4, HB4,hb,4,-1.263076208,51.72189977,SP5100102832
Nestbox HB5, HB5,hb,5,-1.263198452,51.72239505,SP5099202887
Nestbox HB6, HB6,hb,6,-1.263952639,51.72230987,SP5094002877
Nestbox HB7, HB7,hb,7,-1.264018275,51.72183374,SP5093602824
Nestbox HB8, HB8,hb,8,-1.26401343,51.72124028,SP5093702758
Nestbox HB9, HB9,hb,9,-1.264914971,51.72099417,SP5087502730
Nestbox HC1, HC1,hc,1,-1.268866587,51.71833042,SP5060502431
Nestbox HC10, HC10,hc,10,-1.269558876,51.72028583,SP5055502648
Nestbox HC11, HC11,hc,11,-1.269784973,51.7206289,SP5053902686
Nestbox HC12, HC12,hc,12,-1.269735902,51.72097926,SP5054202725
Nestbox HC13, HC13,hc,13,-1.268817882,51.72135119,SP5060502767
Nestbox HC14, HC14,hc,14,-1.270119349,51.7214402,SP5051502776
Nestbox HC15, HC15,hc,15,-1.270235578,51.72051482,SP5050802673
Nestbox HC16, HC16,hc,16,-1.27071195,51.72059869,SP5047502682
Nestbox HC2, HC2,hc,2,-1.268351866,51.71883073,SP5064002487
Nestbox HC3, HC3,hc,3,-1.268186119,51.7192343,SP5065102532
Nestbox HC4, HC4,hc,4,-1.267843915,51.71980761,SP5067402596
Nestbox HC5, HC5,hc,5,-1.268902888,51.71967034,SP5060102580
Nestbox HC6, HC6,hc,6,-1.269180515,51.71951023,SP5058202562
Nestbox HC7, HC7,hc,7,-1.2695502,51.719027,SP5055702508
Nestbox HC8, HC8,hc,8,-1.26985619,51.71980215,SP5053502594
Nestbox HC9, HC9,hc,9,-1.270540262,51.71957262,SP5048802568
Nestbox HE1, HE1,he,1,-1.327621086,51.75536901,SP4650806511
Nestbox HE2, HE2,he,2,-1.326661085,51.75505901,SP4657506478
Nestbox HE3, HE3,he,3,-1.326934085,51.75560801,SP4655506538
Nestbox HE4, HE4,he,4,-1.325406085,51.75615401,SP4666006600
Nestbox HE5, HE5,he,5,-1.325255085,51.75750301,SP4666906750
Nestbox MH1, MH1,mh,1,-1.265423001,51.71554862,SP5084602124
Nestbox MH10, MH10,mh,10,-1.263958654,51.71837172,SP5094402439
Nestbox MH11, MH11,mh,11,-1.263909832,51.71870409,SP5094702476
Nestbox MH12, MH12,mh,12,-1.264057233,51.71943331,SP5093602557
Nestbox MH13, MH13,mh,13,-1.264111192,51.71967641,SP5093202584
Nestbox MH14, MH14,mh,14,-1.265491118,51.71759906,SP5083902352
Nestbox MH2, MH2,mh,2,-1.264372171,51.71608152,SP5091802184
Nestbox MH3, MH3,mh,3,-1.263426429,51.71638131,SP5098302218
Nestbox MH4, MH4,mh,4,-1.261899385,51.71682129,SP5108802268
Nestbox MH5, MH5,mh,5,-1.263848525,51.71713023,SP5095302301
Nestbox MH6, MH6,mh,6,-1.264144161,51.71764458,SP5093202358
Nestbox MH7, MH7,mh,7,-1.265539842,51.71816582,SP5083502415
Nestbox MH8, MH8,mh,8,-1.265845537,51.71843594,SP5081402445
Nestbox MH9, MH9,mh,9,-1.265237249,51.71897314,SP5085502505
Nestbox MP1, MP1,mp,1,-1.306350769,51.76735988,SP4796407859
Nestbox MP10, MP10,mp,10,-1.304433678,51.7666922,SP4809707786
Nestbox MP11, MP11,mp,11,-1.304523655,51.76649493,SP4809107764
Nestbox MP12, MP12,mp,12,-1.304542702,51.76619833,SP4809007731
Nestbox MP13, MP13,mp,13,-1.304107176,51.76625015,SP4812007737
Nestbox MP14, MP14,mp,14,-1.303629439,51.7662199,SP4815307734
Nestbox MP15, MP15,mp,15,-1.303548448,51.7658328,SP4815907691
Nestbox MP16, MP16,mp,16,-1.303085751,51.76576712,SP4819107684
Nestbox MP17, MP17,mp,17,-1.302958806,51.76554159,SP4820007659
Nestbox MP18, MP18,mp,18,-1.302643915,51.76528797,SP4822207631
Nestbox MP19, MP19,mp,19,-1.302230236,51.76486292,SP4825107584
Nestbox MP2, MP2,mp,2,-1.305886812,51.76737513,SP4799607861
Nestbox MP20, MP20,mp,20,-1.301841384,51.76470777,SP4827807567
Nestbox MP21, MP21,mp,21,-1.301598673,51.76447255,SP4829507541
Nestbox MP22, MP22,mp,22,-1.301024522,51.76411848,SP4833507502
Nestbox MP23, MP23,mp,23,-1.30057018,51.76351337,SP4836707435
Nestbox MP24, MP24,mp,24,-1.300718261,51.76330745,SP4835707412
Nestbox MP25, MP25,mp,25,-1.300122834,51.76339382,SP4839807422
Nestbox MP26, MP26,mp,26,-1.300097887,51.76313293,SP4840007393
Nestbox MP27, MP27,mp,27,-1.299579215,51.76294103,SP4843607372
Nestbox MP28, MP28,mp,28,-1.300114599,51.76298917,SP4839907377
Nestbox MP29, MP29,mp,29,-1.300422054,51.7627842,SP4837807354
Nestbox MP3, MP3,mp,3,-1.305435138,51.7675343,SP4802707879
Nestbox MP30, MP30,mp,30,-1.300622534,51.76293825,SP4836407371
Nestbox MP31, MP31,mp,31,-1.300556896,51.76249729,SP4836907322
Nestbox MP32, MP32,mp,32,-1.299903664,51.76257432,SP4841407331
Nestbox MP33, MP33,mp,33,-1.299510666,51.76268887,SP4844107344
Nestbox MP34, MP34,mp,34,-1.2988219,51.76225318,SP4848907296
Nestbox MP34a, MP34a,mp,34a,-1.299270066,51.76231879,SP4845807303
Nestbox MP35, MP35,mp,35,-1.299780636,51.76209705,SP4842307278
Nestbox MP36, MP36,mp,36,-1.300503525,51.76220026,SP4837307289
Nestbox MP37, MP37,mp,37,-1.300159695,51.76194646,SP4839707261
Nestbox MP38, MP38,mp,38,-1.299538646,51.76181688,SP4844007247
Nestbox MP39, MP39,mp,39,-1.298928887,51.76189417,SP4848207256
Nestbox MP4, MP4,mp,4,-1.304991045,51.76719945,SP4805807842
Nestbox MP40, MP40,mp,40,-1.298407588,51.76187308,SP4851807254
Nestbox MP41, MP41,mp,41,-1.298847108,51.76156101,SP4848807219
Nestbox MP42, MP42,mp,42,-1.299427747,51.76149254,SP4844807211
Nestbox MP43, MP43,mp,43,-1.300018842,51.76168488,SP4840707232
Nestbox MP44, MP44,mp,44,-1.300252321,51.76157837,SP4839107220
Nestbox MP45, MP45,mp,45,-1.300014222,51.76104647,SP4840807161
Nestbox MP46, MP46,mp,46,-1.298999088,51.76110336,SP4847807168
Nestbox MP47, MP47,mp,47,-1.298517362,51.76133426,SP4851107194
Nestbox MP48, MP48,mp,48,-1.297851607,51.76128533,SP4855707189
Nestbox MP49, MP49,mp,49,-1.298829825,51.76080564,SP4849007135
Nestbox MP5, MP5,mp,5,-1.305369309,51.76710234,SP4803207831
Nestbox MP50, MP50,mp,50,-1.2992598,51.76066012,SP4846007118
Nestbox MP51, MP51,mp,51,-1.299846899,51.76062289,SP4842007114
Nestbox MP52, MP52,mp,52,-1.299127933,51.76026795,SP4847007075
Nestbox MP53, MP53,mp,53,-1.298368302,51.76066802,SP4852207120
Nestbox MP54, MP54,mp,54,-1.297814695,51.76086252,SP4856007142
Nestbox MP55, MP55,mp,55,-1.297263871,51.76029863,SP4859807079
Nestbox MP56, MP56,mp,56,-1.297823339,51.76030512,SP4856007080
Nestbox MP57, MP57,mp,57,-1.298506353,51.76017433,SP4851307065
Nestbox MP58, MP58,mp,58,-1.298856146,51.76004155,SP4848907050
Nestbox MP59, MP59,mp,59,-1.297924275,51.75985059,SP4855307029
Nestbox MP6, MP6,mp,6,-1.305388627,51.76678776,SP4803107796
Nestbox MP60, MP60,mp,60,-1.297220016,51.75996884,SP4860207043
Nestbox MP61, MP61,mp,61,-1.297398331,51.75968219,SP4859007011
Nestbox MP62, MP62,mp,62,-1.298082312,51.75948847,SP4854306989
Nestbox MP63, MP63,mp,63,-1.297722634,51.75932448,SP4856806971
Nestbox MP64, MP64,mp,64,-1.297174065,51.75919532,SP4860606957
Nestbox MP65, MP65,mp,65,-1.297221294,51.75895284,SP4860306930
Nestbox MP66, MP66,mp,66,-1.296948129,51.75881634,SP4862206915
Nestbox MP67, MP67,mp,67,-1.299148682,51.75986347,SP4846907030
Nestbox MP68, MP68,mp,68,-1.299008955,51.75952996,SP4847906993
Nestbox MP69, MP69,mp,69,-1.298419424,51.75923872,SP4852006961
Nestbox MP7, MP7,mp,7,-1.30529106,51.76653543,SP4803807768
Nestbox MP70, MP70,mp,70,-1.297844667,51.75892959,SP4856006927
Nestbox MP71, MP71,mp,71,-1.29818526,51.75845509,SP4853706874
Nestbox MP72, MP72,mp,72,-1.298933721,51.75877425,SP4848506909
Nestbox MP73, MP73,mp,73,-1.300203555,51.75886462,SP4839706918
Nestbox MP74, MP74,mp,74,-1.301435998,51.75904988,SP4831206938
Nestbox MP75, MP75,mp,75,-1.300733247,51.75952224,SP4836006991
Nestbox MP76, MP76,mp,76,-1.300282189,51.75964544,SP4839107005
Nestbox MP77, MP77,mp,77,-1.300378324,51.75998767,SP4838407043
Nestbox MP78, MP78,mp,78,-1.299796315,51.76014605,SP4842407061
Nestbox MP79, MP79,mp,79,-1.30059277,51.76111285,SP4836807168
