Name,Nestbox,Section,Number,Longitude,Latitude,Grid Ref
Nestbox C128, C128,c,128,-1.328996853,51.75784372,SP4641106786
Nestbox C129, C129,c,129,-1.329508958,51.75750497,SP4637606748
Nestbox C13, C13,c,13,-1.330835311,51.75637019,SP4628506621
Nestbox C130, C130,c,130,-1.329066655,51.7570439,SP4640706697
Nestbox C131, C131,c,131,-1.329605728,51.75684017,SP4637006674
Nestbox C132, C132,c,132,-1.330715028,51.75666667,SP4629306654
Nestbox C133, C133,c,133,-1.329934135,51.75716573,SP4634706710
Nestbox C134, C134,c,134,-1.33052464,51.75740286,SP4630606736
Nestbox C135, C135,c,135,-1.329146656,51.75984916,SP4639807009
Nestbox C136, C136,c,136,-1.328686322,51.75924457,SP4643106942
Nestbox C137, C137,c,137,-1.328434604,51.75882774,SP4644906896
Nestbox C138, C138,c,138,-1.32803265,51.75935772,SP4647606955
Nestbox C139, C139,c,139,-1.328144549,51.7596281,SP4646806985
Nestbox C14, C14,c,14,-1.330496596,51.75635972,SP4630906620
Nestbox C140, C140,c,140,-1.328287425,51.75976378,SP4645807000
Nestbox C141, C141,c,141,-1.328339775,51.76014171,SP4645407042
Nestbox C143, C143,c,143,-1.326941408,51.75966618,SP4655106990
Nestbox C144, C144,c,144,-1.326261292,51.75960833,SP4659806984
Nestbox C145, C145,c,145,-1.326075227,51.75945442,SP4661106967
Nestbox C146, C146,c,146,-1.325818734,51.75916523,SP4662906935
Nestbox C147, C147,c,147,-1.325921083,51.75910288,SP4662206928
Nestbox C148, C148,c,148,-1.325481505,51.75883961,SP4665206899
Nestbox C149, C149,c,149,-1.325794447,51.75825653,SP4663106834
Nestbox C15, C15,c,15,-1.329977207,51.7562129,SP4634506604
Nestbox C150, C150,c,150,-1.325940389,51.75818543,SP4662106826
Nestbox C151, C151,c,151,-1.327478783,51.75762825,SP4651606763
Nestbox C152, C152,c,152,-1.327189892,51.75794983,SP4653506799
Nestbox C153, C153,c,153,-1.326475571,51.75786527,SP4658506790
Nestbox C154, C154,c,154,-1.326377946,51.75799013,SP4659106804
Nestbox C155, C155,c,155,-1.32658536,51.75865667,SP4657606878
Nestbox C156, C156,c,156,-1.327276477,51.75894835,SP4652806910
Nestbox C157, C157,c,157,-1.32797761,51.75856573,SP4648006867
Nestbox C158, C158,c,158,-1.32853105,51.759945,SP4644107020
Nestbox C159, C159,c,159,-1.329048745,51.7602087,SP4640507049
Nestbox C16, C16,c,16,-1.329337403,51.7563711,SP4638906622
Nestbox C160a, C160a,c,160a,-1.330228713,51.76016103,SP4632307043
Nestbox C160b, C160b,c,160b,-1.329790081,51.76042872,SP4635307073
Nestbox C161, C161,c,161,-1.331352619,51.75862094,SP4624706871
Nestbox C162, C162,c,162,-1.331880131,51.75821933,SP4621106826
Nestbox C163, C163,c,163,-1.332423446,51.7577279,SP4617406771
Nestbox C17, C17,c,17,-1.328745052,51.75625983,SP4643006610
Nestbox C18, C18,c,18,-1.32876683,51.75674547,SP4642806664
Nestbox C19, C19,c,19,-1.328228421,51.75690424,SP4646506682
Nestbox C2, C2,c,2,-1.329952722,51.75884719,SP4634406897
Nestbox C20, C20,c,20,-1.328714708,51.75732961,SP4643106729
Nestbox C21, C21,c,21,-1.328280634,51.75729116,SP4646106725
Nestbox C23, C23,c,23,-1.328458757,51.75836168,SP4644706844
Nestbox C24, C24,c,24,-1.328977837,51.75814931,SP4641206820
Nestbox C24a, C24a,c,24a,-1.329477434,51.75865567,SP4637706876
Nestbox C24b, C24b,c,24b,-1.328838537,51.75888705,SP4642106902
Nestbox C24c, C24c,c,24c,-1.32933116,51.75913092,SP4638606929
Nestbox C25, C25,c,25,-1.328705486,51.75867509,SP4643006878
Nestbox C26, C26,c,26,-1.329225051,51.75808778,SP4639506813
Nestbox C27, C27,c,27,-1.329331121,51.75777369,SP4638806778
Nestbox C28, C28,c,28,-1.328957389,51.75757375,SP4641406756
Nestbox C29, C29,c,29,-1.329353862,51.75721637,SP4638706716
Nestbox C3, C3,c,3,-1.330175352,51.75848881,SP4632906857
Nestbox C30, C30,c,30,-1.329343236,51.75695556,SP4638806687
Nestbox C31, C31,c,31,-1.329593371,51.75669624,SP4637106658
Nestbox C32, C32,c,32,-1.330288732,51.7567002,SP4632306658
Nestbox C33, C33,c,33,-1.33041446,51.75701561,SP4631406693
Nestbox C34, C34,c,34,-1.330321389,51.75761722,SP4632006760
Nestbox C34a, C34a,c,34a,-1.330254968,51.75800374,SP4632406803
Nestbox C35, C35,c,35,-1.329271746,51.75922948,SP4639006940
Nestbox C36, C36,c,36,-1.328509806,51.75942339,SP4644306962
Nestbox C37, C37,c,37,-1.328400305,51.75899118,SP4645106914
Nestbox C38, C38,c,38,-1.328151618,51.75915161,SP4646806932
Nestbox C39, C39,c,39,-1.327800049,51.75941034,SP4649206961
Nestbox C3a, C3a,c,3a,-1.330572032,51.75849961,SP4630106858
Nestbox C3b, C3b,c,3b,-1.331034297,51.75859215,SP4626906868
Nestbox C4, C4,c,4,-1.330542185,51.75817621,SP4630406822
Nestbox C40, C40,c,40,-1.327925367,51.75975272,SP4648306999
Nestbox C41, C41,c,41,-1.32773329,51.76000338,SP4649607027
Nestbox C42, C42,c,42,-1.327180795,51.75991768,SP4653407018
Nestbox C43, C43,c,43,-1.326751732,51.759755,SP4656407000
Nestbox C44, C44,c,44,-1.326463584,51.75964546,SP4658406988
Nestbox C45, C45,c,45,-1.326266374,51.7592667,SP4659806946
Nestbox C46, C46,c,46,-1.326145523,51.75900481,SP4660606917
Nestbox C47, C47,c,47,-1.325762524,51.75904802,SP4663306922
Nestbox C48, C48,c,48,-1.325353001,51.75871255,SP4666106885
Nestbox C49, C49,c,49,-1.326110623,51.75842917,SP4660906853
Nestbox C5, C5,c,5,-1.3307357,51.75782665,SP4629106783
Nestbox C50, C50,c,50,-1.325999676,51.75809586,SP4661706816
Nestbox C51, C51,c,51,-1.327737947,51.75773762,SP4649806775
Nestbox C52, C52,c,52,-1.326925872,51.75778692,SP4655406781
Nestbox C53, C53,c,53,-1.326906976,51.75808353,SP4655506814
Nestbox C54, C54,c,54,-1.326536101,51.75807196,SP4658006813
Nestbox C55, C55,c,55,-1.326716681,51.75859449,SP4656706871
Nestbox C56, C56,c,56,-1.327279282,51.75875955,SP4652806889
Nestbox C57, C57,c,57,-1.327858242,51.75879882,SP4648806893
Nestbox C58, C58,c,58,-1.328665171,51.75969401,SP4643206992
Nestbox C59, C59,c,59,-1.328801386,51.76027922,SP4642207057
Nestbox C6, C6,c,6,-1.331149437,51.75728054,SP4626306722
Nestbox C60, C60,c,60,-1.329153686,51.76035271,SP4639707065
Nestbox C61, C61,c,61,-1.330907108,51.75935568,SP4627706953
Nestbox C61a, C61a,c,61a,-1.330525115,51.75971316,SP4630306993
Nestbox C62, C62,c,62,-1.331216923,51.75897981,SP4625606911
Nestbox C63, C63,c,63,-1.331678398,51.7591263,SP4622406927
Nestbox C7, C7,c,7,-1.331371386,51.75696711,SP4624806687
Nestbox C8, C8,c,8,-1.331484952,51.75652674,SP4624006638
Nestbox C9, C9,c,9,-1.333367291,51.75660036,SP4611006645
Nestbox C9a, C9a,c,9a,-1.332909331,51.75720018,SP4614106712
Nestbox CC1, CC1,cc,1,-1.320597509,51.75409965,SP4699406375
Nestbox CC2, CC2,cc,2,-1.321876301,51.75383729,SP4690606345
Nestbox CC3, CC3,cc,3,-1.319860352,51.75398749,SP4704506363
Nestbox CC4, CC4,cc,4,-1.322655037,51.75407555,SP4685206371
Nestbox CC5, CC5,cc,5,-1.321437015,51.75414945,SP4693606380
Nestbox CH1, CH1,ch,1,-1.262048622,51.72010405,SP5107402633
Nestbox CH10, CH10,ch,10,-1.261670099,51.71934641,SP5110102549
Nestbox CH11, CH11,ch,11,-1.261362472,51.71956926,SP5112202574
Nestbox CH12, CH12,ch,12,-1.261259832,51.71964953,SP5112902583
Nestbox CH13, CH13,ch,13,-1.261485863,51.71999262,SP5111302621
Nestbox CH14, CH14,ch,14,-1.261425328,51.72015409,SP5111702639
Nestbox CH15, CH15,ch,15,-1.260932159,51.72021393,SP5115102646
Nestbox CH16, CH16,ch,16,-1.260834352,51.71999752,SP5115802622
Nestbox CH17, CH17,ch,17,-1.260500993,51.7200224,SP5118102625
Nestbox CH18, CH18,ch,18,-1.259966601,51.7199471,SP5121802617
Nestbox CH19, CH19,ch,19,-1.259855939,51.71963171,SP5122602582
Nestbox CH2, CH2,ch,2,-1.261822294,51.71977895,SP5109002597
Nestbox CH20, CH20,ch,20,-1.259482681,51.71944054,SP5125202561
Nestbox CH21, CH21,ch,21,-1.259137348,51.71931249,SP5127602547
Nestbox CH22, CH22,ch,22,-1.259950562,51.71915577,SP5122002529
Nestbox CH23, CH23,ch,23,-1.260191642,51.71946299,SP5120302563
Nestbox CH24, CH24,ch,24,-1.260723831,51.71967314,SP5116602586
Nestbox CH25, CH25,ch,25,-1.260827498,51.71952993,SP5115902570
Nestbox CH26, CH26,ch,26,-1.26069008,51.7190795,SP5116902520
Nestbox CH27, CH27,ch,27,-1.260462154,51.71885328,SP5118502495
Nestbox CH28, CH28,ch,28,-1.261054139,51.71894692,SP5114402505
Nestbox CH29, CH29,ch,29,-1.26084054,51.71872979,SP5115902481
Nestbox CH3, CH3,ch,3,-1.261810893,51.71959006,SP5109102576
Nestbox CH30, CH30,ch,30,-1.261264103,51.71849867,SP5113002455
Nestbox CH31, CH31,ch,31,-1.261901264,51.71848469,SP5108602453
Nestbox CH32, CH32,ch,32,-1.261745999,51.71824095,SP5109702426
Nestbox CH33, CH33,ch,33,-1.262123791,51.71815341,SP5107102416
Nestbox CH34, CH34,ch,34,-1.261969549,51.71784674,SP5108202382
Nestbox CH35, CH35,ch,35,-1.261488684,51.71804153,SP5111502404
Nestbox CH36, CH36,ch,36,-1.26112727,51.71801228,SP5114002401
Nestbox CH37, CH37,ch,37,-1.260690555,51.71816239,SP5117002418
Nestbox CH38, CH38,ch,38,-1.261150067,51.71839006,SP5113802443
Nestbox CH39, CH39,ch,39,-1.260743323,51.71847742,SP5116602453
Nestbox CH4, CH4,ch,4,-1.262147466,51.71936739,SP5106802551
Nestbox CH40, CH40,ch,40,-1.260568605,51.71853926,SP5117802460
Nestbox CH41, CH41,ch,41,-1.26033555,51.71862771,SP5119402470
Nestbox CH42, CH42,ch,42,-1.260114035,51.71889605,SP5120902500
Nestbox CH43, CH43,ch,43,-1.259447186,51.71895479,SP5125502507
Nestbox CH44, CH44,ch,44,-1.259371143,51.71917909,SP5126002532
Nestbox CH45, CH45,ch,45,-1.258939847,51.71899655,SP5129002512
Nestbox CH46, CH46,ch,46,-1.25842553,51.71857971,SP5132602466
Nestbox CH47, CH47,ch,47,-1.258732135,51.7184198,SP5130502448
Nestbox CH48, CH48,ch,48,-1.259120443,51.7185751,SP5127802465
Nestbox CH49, CH49,ch,49,-1.259814915,51.71859745,SP5123002467
Nestbox CH5, CH5,ch,5,-1.261834587,51.71902375,SP5109002513
Nestbox CH50, CH50,ch,50,-1.260106748,51.71845543,SP5121002451
Nestbox CH51, CH51,ch,51,-1.260241856,51.71815957,SP5120102418
Nestbox CH52, CH52,ch,52,-1.260608547,51.71786516,SP5117602385
Nestbox CH53, CH53,ch,53,-1.259794331,51.71808482,SP5123202410
Nestbox CH54, CH54,ch,54,-1.25963218,51.71826363,SP5124302430
Nestbox CH55, CH55,ch,55,-1.259169593,51.71822475,SP5127502426
Nestbox CH56, CH56,ch,56,-1.259057031,51.71802623,SP5128302404
Nestbox CH57, CH57,ch,57,-1.258987158,51.71787293,SP5128802387
Nestbox CH58, CH58,ch,58,-1.258638458,51.71795166,SP5131202396
Nestbox CH59, CH59,ch,59,-1.258691652,51.71823971,SP5130802428
Nestbox CH6, CH6,ch,6,-1.261709001,51.71873524,SP5109902481
Nestbox CH60, CH60,ch,60,-1.258330826,51.7181745,SP5133302421
Nestbox CH61, CH61,ch,61,-1.25846668,51.71783369,SP5132402383
Nestbox CH62, CH62,ch,62,-1.258701204,51.71765534,SP5130802363
Nestbox CH63, CH63,ch,63,-1.25870473,51.71743957,SP5130802339
Nestbox CH64, CH64,ch,64,-1.258097414,51.71739977,SP5135002335
Nestbox CH65, CH65,ch,65,-1.258537805,51.71702492,SP5132002293
Nestbox CH66, CH66,ch,66,-1.259070691,51.71719012,SP5128302311
Nestbox CH67, CH67,ch,67,-1.25937567,51.71712911,SP5126202304
Nestbox CH68, CH68,ch,68,-1.25940726,51.71696746,SP5126002286
Nestbox CH69, CH69,ch,69,-1.259887682,51.71679965,SP5122702267
Nestbox CH7, CH7,ch,7,-1.261402989,51.7188592,SP5112002495
Nestbox CH70, CH70,ch,70,-1.259969244,51.71712385,SP5122102303
Nestbox CH71, CH71,ch,71,-1.260080341,51.71741227,SP5121302335
Nestbox CH72, CH72,ch,72,-1.259268773,51.7174701,SP5126902342
Nestbox CH73, CH73,ch,73,-1.259364071,51.71783934,SP5126202383
Nestbox CH74, CH74,ch,74,-1.259684995,51.71768851,SP5124002366
Nestbox CH75, CH75,ch,75,-1.259972862,51.71778923,SP5122002377
Nestbox CH76, CH76,ch,76,-1.26250392,51.71792203,SP5104502390
Nestbox CH8, CH8,ch,8,-1.261413657,51.71909304,SP5111902521
Nestbox CH9, CH9,ch,9,-1.261278993,51.71936193,SP5112802551
Nestbox CP1, CP1,cp,1,-1.329550928,51.7795152,SP4635009196
Nestbox CP10, CP10,cp,10,-1.327950639,51.77893063,SP4646109132
Nestbox CP100, CP100,cp,100,-1.329680811,51.78053248,SP4634009309
Nestbox CP101, CP101,cp,101,-1.328998786,51.780582,SP4638709315
Nestbox CP102, CP102,cp,102,-1.328447201,51.7806328,SP4642509321
Nestbox CP103, CP103,cp,103,-1.327577673,51.78061884,SP4648509320
Nestbox CP104, CP104,cp,104,-1.327565984,51.78042996,SP4648609299
Nestbox CP105, CP105,cp,105,-1.328084975,51.78062174,SP4645009320
Nestbox CP106, CP106,cp,106,-1.326914276,51.78039027,SP4653109295
Nestbox CP107, CP107,cp,107,-1.326786101,51.78023668,SP4654009278
Nestbox CP108, CP108,cp,108,-1.326455678,51.78003699,SP4656309256
Nestbox CP109, CP109,cp,109,-1.325980451,51.77982747,SP4659609233
Nestbox CP11, CP11,cp,11,-1.328954845,51.77865764,SP4639209101
Nestbox CP110, CP110,cp,110,-1.325342534,51.77957314,SP4664109205
Nestbox CP111, CP111,cp,111,-1.325131601,51.77940001,SP4665509186
Nestbox CP112, CP112,cp,112,-1.324567411,51.77932485,SP4669409178
Nestbox CP113, CP113,cp,113,-1.324370536,51.77891911,SP4670809133
Nestbox CP114, CP114,cp,114,-1.324110856,51.7788367,SP4672609124
Nestbox CP115, CP115,cp,115,-1.323448444,51.77854517,SP4677209092
Nestbox CP116, CP116,cp,116,-1.323942169,51.77848507,SP4673809085
Nestbox CP117, CP117,cp,117,-1.324352958,51.77815476,SP4671009048
Nestbox CP118, CP118,cp,118,-1.325074551,51.7783657,SP4666009071
Nestbox CP119, CP119,cp,119,-1.32496733,51.77875171,SP4666709114
Nestbox CP12, CP12,cp,12,-1.329478884,51.77850778,SP4635609084
Nestbox CP120, CP120,cp,120,-1.325047722,51.77919274,SP4666109163
Nestbox CP121, CP121,cp,121,-1.325611242,51.77931285,SP4662209176
Nestbox CP122, CP122,cp,122,-1.326553882,51.77928229,SP4655709172
Nestbox CP123, CP123,cp,123,-1.325818576,51.77901733,SP4660809143
Nestbox CP124, CP124,cp,124,-1.325895733,51.77870308,SP4660309108
Nestbox CP125, CP125,cp,125,-1.326403683,51.77866104,SP4656809103
Nestbox CP126, CP126,cp,126,-1.326224634,51.77803063,SP4658109033
Nestbox CP127, CP127,cp,127,-1.326994048,51.77892516,SP4652709132
Nestbox CP128, CP128,cp,128,-1.327190888,51.77835984,SP4651409069
Nestbox CP129, CP129,cp,129,-1.327919842,51.77807629,SP4646409037
Nestbox CP13, CP13,cp,13,-1.330146258,51.77846663,SP4631009079
Nestbox CP130, CP130,cp,130,-1.328230559,51.77862653,SP4644209098
Nestbox CP131, CP131,cp,131,-1.328599571,51.77817908,SP4641709048
Nestbox CP132, CP132,cp,132,-1.328607974,51.77761268,SP4641708985
Nestbox CP133, CP133,cp,133,-1.329185178,51.77778681,SP4637709004
Nestbox CP134, CP134,cp,134,-1.324818338,51.7751364,SP4668108712
Nestbox CP135, CP135,cp,135,-1.32452379,51.7754494,SP4670108747
Nestbox CP136, CP136,cp,136,-1.323741454,51.77542692,SP4675508745
Nestbox CP137, CP137,cp,137,-1.323571842,51.77513822,SP4676708713
Nestbox CP138, CP138,cp,138,-1.32422723,51.7749262,SP4672208689
Nestbox CP139, CP139,cp,139,-1.32602688,51.77573675,SP4659708778
Nestbox CP14, CP14,cp,14,-1.330165409,51.77815204,SP4630909044
Nestbox CP140, CP140,cp,140,-1.325645915,51.77601329,SP4662308809
Nestbox CP141, CP141,cp,141,-1.326102592,51.77649244,SP4659108862
Nestbox CP142, CP142,cp,142,-1.326498987,51.77615305,SP4656408824
Nestbox CP143, CP143,cp,143,-1.327023862,51.7769203,SP4652708909
Nestbox CP144, CP144,cp,144,-1.328063365,51.77719598,SP4645508939
Nestbox CP145, CP145,cp,145,-1.32902032,51.77717447,SP4638908936
Nestbox CP146, CP146,cp,146,-1.33082201,51.77883911,SP4626309120
Nestbox CP147, CP147,cp,147,-1.330670291,51.7792968,SP4627309171
Nestbox CP148, CP148,cp,148,-1.330040929,51.77970681,SP4631609217
Nestbox CP149, CP149,cp,149,-1.329286202,51.7787944,SP4636909116
Nestbox CP14a, CP14a,cp,14a,-1.330662149,51.77830862,SP4627509061
Nestbox CP15, CP15,cp,15,-1.329311621,51.77805727,SP4636809034
Nestbox CP150, CP150,cp,150,-1.329046837,51.77929654,SP4638509172
Nestbox CP151, CP151,cp,151,-1.329367835,51.77915451,SP4636309156
Nestbox CP152, CP152,cp,152,-1.32858103,51.77942875,SP4641709187
Nestbox CP153, CP153,cp,153,-1.328163775,51.77921957,SP4644609164
Nestbox CP154, CP154,cp,154,-1.327030577,51.77939291,SP4652409184
Nestbox CP155, CP155,cp,155,-1.327535728,51.77953966,SP4648909200
Nestbox CP156, CP156,cp,156,-1.328128647,51.77963296,SP4644809210
Nestbox CP157, CP157,cp,157,-1.327560842,51.77980055,SP4648709229
Nestbox CP158, CP158,cp,158,-1.326332993,51.7795148,SP4657209198
Nestbox CP16, CP16,cp,16,-1.32896111,51.77823509,SP4639209054
Nestbox CP17, CP17,cp,17,-1.327065793,51.77799948,SP4652309029
Nestbox CP18, CP18,cp,18,-1.32798737,51.77840935,SP4645909074
Nestbox CP19, CP19,cp,19,-1.327346648,51.77763245,SP4650408988
Nestbox CP2, CP2,cp,2,-1.32981513,51.78027197,SP4633109280
Nestbox CP20, CP20,cp,20,-1.327771497,51.77732918,SP4647508954
Nestbox CP21, CP21,cp,21,-1.329480108,51.77744683,SP4635708966
Nestbox CP22, CP22,cp,22,-1.32797059,51.77661102,SP4646208874
Nestbox CP23, CP23,cp,23,-1.327662363,51.77687,SP4648308903
Nestbox CP24, CP24,cp,24,-1.328321976,51.77735031,SP4643708956
Nestbox CP25, CP25,cp,25,-1.327350123,51.7773987,SP4650408962
Nestbox CP26, CP26,cp,26,-1.326579435,51.77756512,SP4655708981
Nestbox CP27, CP27,cp,27,-1.326696853,51.77746689,SP4654908970
Nestbox CP28, CP28,cp,28,-1.32574166,51.77834255,SP4661409068
Nestbox CP29, CP29,cp,29,-1.325742838,51.77729059,SP4661508951
Nestbox CP3, CP3,cp,3,-1.329249188,51.7803137,SP4637009285
Nestbox CP30, CP30,cp,30,-1.325401834,51.77683009,SP4663908900
Nestbox CP31, CP31,cp,31,-1.325963049,51.77710304,SP4660008930
Nestbox CP32, CP32,cp,32,-1.326275476,51.77753641,SP4657808978
Nestbox CP33, CP33,cp,33,-1.327059265,51.77648893,SP4652508861
Nestbox CP34, CP34,cp,34,-1.325060971,51.77636059,SP4666308848
Nestbox CP35, CP35,cp,35,-1.325486493,51.77601237,SP4663408809
Nestbox CP36, CP36,cp,36,-1.325057338,51.77563228,SP4666408767
Nestbox CP37, CP37,cp,37,-1.325104704,51.77537181,SP4666108738
Nestbox CP38, CP38,cp,38,-1.321750954,51.77343784,SP4689508525
Nestbox CP38a, CP38a,cp,38a,-1.32172911,51.77296119,SP4689708472
Nestbox CP39, CP39,cp,39,-1.320603655,51.77359306,SP4697408543
Nestbox CP4, CP4,cp,4,-1.32833605,51.78030848,SP4643309285
Nestbox CP40, CP40,cp,40,-1.319167993,51.7736477,SP4707308550
Nestbox CP40a, CP40a,cp,40a,-1.31856501,51.77326658,SP4711508508
Nestbox CP41, CP41,cp,41,-1.320204493,51.77315019,SP4700208494
Nestbox CP42a, CP42a,cp,42a,-1.319673831,51.77277848,SP4703908453
Nestbox CP43, CP43,cp,43,-1.320976746,51.77287592,SP4694908463
Nestbox CP5, CP5,cp,5,-1.328109481,51.77994754,SP4644909245
Nestbox CP5a, CP5a,cp,5a,-1.328787905,51.78014023,SP4640209266
Nestbox CP5b, CP5b,cp,5b,-1.328824875,51.7798271,SP4640009231
Nestbox CP6, CP6,cp,6,-1.327382236,51.78011422,SP4649909264
Nestbox CP7, CP7,cp,7,-1.326733074,51.77990371,SP4654409241
Nestbox CP8, CP8,cp,8,-1.327398538,51.77901739,SP4649909142
Nestbox CP9, CP9,cp,9,-1.327590832,51.77875774,SP4648609113
Nestbox DMA1, DMA1,dma,1,-1.328466841,51.74250382,SP4646305080
Nestbox DMA10, DMA10,dma,10,-1.325363697,51.7446979,SP4667505326
Nestbox DMA11, DMA11,dma,11,-1.325941406,51.74480911,SP4663505338
Nestbox DMA12, DMA12,dma,12,-1.325300813,51.74503022,SP4667905363
Nestbox DMA13, DMA13,dma,13,-1.328132951,51.74255586,SP4648605086
Nestbox DMA14, DMA14,dma,14,-1.327868138,51.74283308,SP4650405117
Nestbox DMA15, DMA15,dma,15,-1.327534246,51.74288512,SP4652705123
Nestbox DMA16, DMA16,dma,16,-1.326887009,51.74355576,SP4657105198
Nestbox DMA17, DMA17,dma,17,-1.326667635,51.74369836,SP4658605214
Nestbox DMA18, DMA18,dma,18,-1.326504719,51.74394019,SP4659705241
Nestbox DMA19, DMA19,dma,19,-1.327801062,51.74247305,SP4650905077
Nestbox DMA2, DMA2,dma,2,-1.328390299,51.74278211,SP4646805111
Nestbox DMA20, DMA20,dma,20,-1.327582229,51.74257969,SP4652405089
Nestbox DMA21, DMA21,dma,21,-1.327274766,51.74280271,SP4654505114
Nestbox DMA22, DMA22,dma,22,-1.32689529,51.74299835,SP4657105136
Nestbox DMA23, DMA23,dma,23,-1.326586218,51.74332925,SP4659205173
Nestbox DMA24, DMA24,dma,24,-1.325886782,51.74361296,SP4664005205
Nestbox DMA25, DMA25,dma,25,-1.327248204,51.74264072,SP4654705096
Nestbox DMA26, DMA26,dma,26,-1.326802595,51.74241339,SP4657805071
Nestbox DMA27, DMA27,dma,27,-1.326641155,51.74255632,SP4658905087
Nestbox DMA28, DMA28,dma,28,-1.325882598,51.74292062,SP4664105128
Nestbox DMA29, DMA29,dma,29,-1.325633188,51.74313497,SP4665805152
Nestbox DMA3, DMA3,dma,3,-1.32825676,51.74299714,SP4647705135
Nestbox DMA30, DMA30,dma,30,-1.325366215,51.74355603,SP4667605199
Nestbox DMA31, DMA31,dma,31,-1.326717707,51.74227803,SP4658405056
Nestbox DMA32, DMA32,dma,32,-1.326410643,51.74247408,SP4660505078
Nestbox DMA33, DMA33,dma,33,-1.326367998,51.74241989,SP4660805072
Nestbox DMA34, DMA34,dma,34,-1.325828816,51.74264158,SP4664505097
Nestbox DMA35, DMA35,dma,35,-1.325549105,51.74294568,SP4666405131
Nestbox DMA36, DMA36,dma,36,-1.324892848,51.74324761,SP4670905165
Nestbox DMA37, DMA37,dma,37,-1.325912863,51.74185982,SP4664005010
Nestbox DMA38, DMA38,dma,38,-1.325721253,51.74208351,SP4665305035
Nestbox DMA39, DMA39,dma,39,-1.325136483,51.74244879,SP4669305076
Nestbox DMA4, DMA4,dma,4,-1.327715046,51.74338966,SP4651405179
Nestbox DMA40, DMA40,dma,40,-1.324799643,51.74269861,SP4671605104
Nestbox DMA41, DMA41,dma,41,-1.324389181,51.74302893,SP4674405141
Nestbox DMA42, DMA42,dma,42,-1.324168192,51.74327941,SP4675905169
Nestbox DMA43, DMA43,dma,43,-1.32608286,51.7411415,SP4662904930
Nestbox DMA44, DMA44,dma,44,-1.325755969,51.74169708,SP4665104992
Nestbox DMA45, DMA45,dma,45,-1.325304487,51.74186532,SP4668205011
Nestbox DMA46, DMA46,dma,46,-1.324777377,51.74224892,SP4671805054
Nestbox DMA47, DMA47,dma,47,-1.324252671,51.74247069,SP4675405079
Nestbox DMA48, DMA48,dma,48,-1.323855348,51.74289099,SP4678105126
Nestbox DMA5, DMA5,dma,5,-1.327694827,51.74377617,SP4651505222
Nestbox DMA6, DMA6,dma,6,-1.327388158,51.74394525,SP4653605241
Nestbox DMA7, DMA7,dma,7,-1.326671429,51.74441768,SP4658505294
Nestbox DMA8, DMA8,dma,8,-1.326252231,51.74436133,SP4661405288
Nestbox DMA9, DMA9,dma,9,-1.325502742,51.74411427,SP4666605261
Nestbox DMB1, DMB1,dmb,1,-1.331699309,51.74330448,SP4623905167
Nestbox DMB10, DMB10,dmb,10,-1.331973847,51.74433104,SP4621905281
Nestbox DMB11, DMB11,dmb,11,-1.331911011,51.74466336,SP4622305318
Nestbox DMB12, DMB12,dmb,12,-1.332076085,51.74504901,SP4621105361
Nestbox DMB13, DMB13,dmb,13,-1.332382897,51.74311055,SP4619205145
Nestbox DMB14, DMB14,dmb,14,-1.332410669,51.74319163,SP4619005154
Nestbox DMB15, DMB15,dmb,15,-1.332475664,51.74369551,SP4618505210
Nestbox DMB16, DMB16,dmb,16,-1.332442196,51.74400102,SP4618705244
Nestbox DMB17, DMB17,dmb,17,-1.332361967,51.74453105,SP4619205303
Nestbox DMB18, DMB18,dmb,18,-1.332499113,51.74505332,SP4618205361
Nestbox DMB19, DMB19,dmb,19,-1.333192321,51.74322304,SP4613605157
Nestbox DMB2, DMB2,dmb,2,-1.33172297,51.74366426,SP4623705207
Nestbox DMB20, DMB20,dmb,20,-1.33297138,51.74347354,SP4615105185
Nestbox DMB21, DMB21,dmb,21,-1.333164343,51.74413999,SP4613705259
Nestbox DMB22, DMB22,dmb,22,-1.333277427,51.74432945,SP4612905280
Nestbox DMB23, DMB23,dmb,23,-1.333215791,51.74458085,SP4613305308
Nestbox DMB24, DMB24,dmb,24,-1.333335025,51.74533679,SP4612405392
Nestbox DMB25, DMB25,dmb,25,-1.332728325,51.74522545,SP4616605380
Nestbox DMB3, DMB3,dmb,3,-1.331473053,51.7439146,SP4625405235
Nestbox DMB3a, DMB3a,dmb,3a,-1.331888144,51.74424963,SP4622505272
Nestbox DMB4, DMB4,dmb,4,-1.3315852,51.74416699,SP4624605263
Nestbox DMB5, DMB5,dmb,5,-1.33163902,51.74444602,SP4624205294
Nestbox DMB6, DMB6,dmb,6,-1.331644485,51.74505746,SP4624105362
Nestbox DMB7, DMB7,dmb,7,-1.332137094,51.74308218,SP4620905142
Nestbox DMB8, DMB8,dmb,8,-1.332143361,51.74363968,SP4620805204
Nestbox DMB9, DMB9,dmb,9,-1.332022199,51.74399864,SP4621605244
Nestbox DMC1, DMC1,dmc,1,-1.344164065,51.74169331,SP4538004980
Nestbox DMC10, DMC10,dmc,10,-1.346637791,51.74088888,SP4521004889
Nestbox DMC11, DMC11,dmc,11,-1.343497375,51.74172555,SP4542604984
Nestbox DMC12, DMC12,dmc,12,-1.343892553,51.74144004,SP4539904952
Nestbox DMC13, DMC13,dmc,13,-1.344415851,51.74130809,SP4536304937
