Pnum,Section,Owner,Mixed species,Species,State code,Closed,Clear date,Missing entire brood,Suspected predation,Lay date,April lay date,Lay date uncertainty,Lay date visit interval,Laying rate,Incubation started,Num broken eggs,Expected hatch date,Hatch date,April hatch date,Incubation duration,Total egg weight,Num eggs weighed,Clutch size,Num chicks,Num chicks ringed,April ring date,Ring day,Num live chicks,Num dead chicks,Num fledglings,Mean chick weight,Num linked pulli records,Num linked adult records,Father,Mother,Identified adults,Chick ids,Dead ringed chick ids,Experiment codes,Num eggs manipulated,Comments,Legacy average egg weight,Legacy max nest state code,Legacy last visit date,Legacy hatch age in days,Legacy april hatch date,Legacy predation,Legacy clutch accuracy,Legacy mean fledge weight,Legacy num ringed dead chicks
20261B1,b,Emma Gray,false,g,6,true,24-05-2026,,,12-04-2026,12,0,5,1.00,true,0,30-04-2026,30-04-2026,30,12,4.79,3,7,6,6,44,15,6,0,6,19.13,6,1,pl91476,pf71700,"3b00192e50, 3b0049622e",,,,0,"I couldn't reach the nest, FON, warm, FON, hc1, FP, both ID'd",,,,,,,,,
20261B10,b,Emma Gray,false,g,6,true,22-05-2026,,,07-04-2026,7,0,10,1.00,true,0,28-04-2026,28-04-2026,28,13,6.59,4,9,9,4,42,15,4,2,4,15.25,4,1,pf71698,pf71143,"pf71143, 01103fbddd, 0700ee269b",,,,0,"FON, hc1, FON, hc2, FP both ID'd",,,,,,,,,
20261B100,b,Emma Gray,false,b,6,true,22-05-2026,,,07-04-2026,7,0,10,1.00,true,0,28-04-2026,29-04-2026,29,14,5.44,4,9,8,8,43,15,8,0,8,11.08,8,1,,,"3b004ca5b1, 3b004bd001",,,,0,"cold, FON, FON, hc1, FON, FP both ID'd",,,,,,,,,
20261B101,b,Emma Gray,false,b,6,true,27-05-2026,,,14-04-2026,14,0,6,1.00,true,0,04-05-2026,03-05-2026,33,12,4.33,4,8,8,8,47,15,8,0,8,11.36,8,1,atr9776,ajy4879,"3b004b8b1e, 3b0018fd68",,,,0,"warm, FON, hc1, FP, male ID'd",,,,,,,,,
20261B102,b,Emma Gray,false,,6,true,26-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B103,b,Emma Gray,false,b,6,true,15-05-2026,,,23-03-2026,-8,0,0,1.00,true,0,18-04-2026,21-04-2026,21,16,3.20,3,14,14,14,35,15,14,0,14,10.25,14,1,bzd4767,bzd2291,"3b004c5efe, 3b004c67c5",,,,0,"cold, warm, FON, warm, hatch#1, hatch check 2, hc3, FON, fp, both ID'd",,,,,,,,,
20261B104,b,Emma Gray,false,,6,true,26-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B105,b,Emma Gray,false,,6,true,26-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B106,b,Emma Gray,false,g,6,true,27-04-2026,,,07-04-2026,7,0,10,1.00,,0,,,,,6.27,4,7,,0,,,,0,0,,0,0,,,,,,,0,"cold, front plate found on ground at arrival, cold & fleas, cold, cold, nest of 7 cold eggs removed after 10 days with no incubation",,,,,,,,,
20261B107,b,Emma Gray,false,b,6,true,10-06-2026,,,02-04-2026,2,0,10,1.00,true,0,26-04-2026,29-04-2026,29,16,4.66,4,12,10,0,,,,0,0,,0,0,,,,,,,0,"FON, FON, hc2, FON, no ring, hc1, FON, hc3",,,,,,,,,
20261B108,b,Emma Gray,false,,6,true,26-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,I couldn't reach the nest,,,,,,,,,
20261B109,b,Emma Gray,false,b,6,true,30-05-2026,,,11-04-2026,11,0,6,1.00,true,0,04-05-2026,05-05-2026,35,14,4.06,4,11,11,11,49,15,11,4,7,9.37,11,2,bpl2003,bpl2004,"bpl2003, bpl2004",,"bzd6834, bzd6836, bzd6838, bzd6839",,0,"warm, FON, no ring, warm, hc1, hc2, FP, none ID'd, male caught (3b00194f52), female not caught, female caught (3b00191226)",,,,,,,,,
20261B11,b,Emma Gray,false,,6,true,27-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B110,b,Emma Gray,false,,6,true,27-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B111,b,Emma Gray,false,g,6,true,25-05-2026,,,13-04-2026,13,0,6,,true,0,30-04-2026,01-05-2026,31,14,6.06,4,5,5,5,45,15,5,2,3,15.26,5,1,pl91295,pf71141,"01103fcfc9, pf71141",,"py93869, py93872",,0,"FON, FON, hc1, FP, male ID'd, female",,,,,,,,,
20261B112,b,Emma Gray,false,,6,true,26-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B113,b,Emma Gray,false,,6,true,26-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B114,b,Emma Gray,false,,6,true,26-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B115,b,Emma Gray,false,,6,true,26-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,"fleas, fleas",,,,,,,,,
20261B116,b,Jørgen Søraker,false,g,6,true,02-06-2026,,,06-04-2026,6,0,8,,true,0,25-04-2026,29-04-2026,29,17,4.30,3,7,7,7,43,15,7,4,3,14.79,7,3,pl91274,ty69995,"01103fae2f, 3b0018ae2c, ty69995",,"jf62920, jf62922, jf62923, jf62924",,0,"cold eggs, FON, hc1 warm eggs, fon female is tagged, faceplated, catching attempt 1",,,,,,,,,
20261B117,b,Jørgen Søraker,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B118,b,Jørgen Søraker,false,,6,true,02-06-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B119,b,Jørgen Søraker,false,,6,true,02-06-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B12,b,Emma Gray,false,g,6,true,22-05-2026,,,09-04-2026,9,0,6,,true,0,29-04-2026,29-04-2026,29,13,6.33,4,8,8,8,43,15,8,0,8,17.19,8,1,vz33483,ty70878,"3b001853d9, 011017813d",,,,0,"FON, FON, hc1, FON, hc2, FON, FP both ID'd",,,,,,,,,
20261B121,b,Jørgen Søraker,false,g,6,true,02-06-2026,,,13-04-2026,13,0,5,1.00,true,0,04-05-2026,05-05-2026,35,14,5.30,3,9,9,5,49,15,5,6,2,12.92,5,2,jf62945,jf62928,"jf62928, jf62945",,"jf62995, jf62996, jf62997",,0,"FON, hc1 not hatched yet female on nest, faceplated no parent detected, catching attempt 1",,,,,,,,,
20261B122,b,Jørgen Søraker,false,b,6,true,02-06-2026,,,09-04-2026,9,0,8,1.00,true,1,30-04-2026,30-04-2026,30,13,3.10,3,9,4,0,,,,0,0,,0,0,,,,,,,0,fon,,,,,,,,,
20261B123,b,Jørgen Søraker,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B124,b,Jørgen Søraker,false,,6,true,02-06-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B125,b,Jørgen Søraker,false,b,6,true,02-06-2026,,,19-04-2026,19,0,7,0.67,true,0,09-05-2026,12-05-2026,42,16,3.30,3,8,6,0,,,,0,0,,0,0,,,,,,,0,"eggs cold, hc1 fon, FON",,,,,,,,,
20261B126,b,Jørgen Søraker,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B127,b,Emma Gray,false,,6,true,26-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B128,b,Emma Gray,false,b,6,true,30-05-2026,,,16-04-2026,16,0,3,1.00,true,0,08-05-2026,08-05-2026,38,13,4.16,4,10,9,9,52,15,9,1,8,9.68,9,1,,,"3b004b60d2, 3b004cd6b2",,bzd6868,,0,"not inc yet, FON, FON, hc1, FON, hc2, FP, no readings, FP, both ID'd",,,,,,,,,
20261B129,b,Emma Gray,false,,6,true,26-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B13,b,Emma Gray,false,,6,true,26-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B130,b,Emma Gray,false,,6,true,26-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B131,b,Emma Gray,false,,6,true,27-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,1,,bzd6576,3b00188d66,,,,0,"FON, mock incubating?, FON, mock incubating, FON, mock incubation, FON, mock inc",,,,,,,,,
20261B133,b,Emma Gray,false,,6,true,28-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B134,b,Emma Gray,false,,6,true,28-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B136,b,Emma Gray,false,,6,true,28-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B137,b,Emma Gray,false,,6,true,28-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,I couldn't reach the nest,,,,,,,,,
20261B138,b,Emma Gray,false,,6,true,28-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B139,b,Emma Gray,false,,6,true,26-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,"fleas, fleas",,,,,,,,,
20261B14,b,Emma Gray,false,,6,true,26-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B140,b,Emma Gray,false,b,6,true,10-06-2026,,,13-04-2026,13,0,2,0.50,true,0,04-05-2026,07-05-2026,37,16,3.47,3,9,8,0,,,,0,0,,0,0,,,,,,,0,"FON, no ring, FON, hc1, warm, hc2",,,,,,,,,
20261B141,b,Emma Gray,false,,6,true,26-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B142,b,Emma Gray,false,g,6,true,27-05-2026,,,14-04-2026,14,0,2,0.50,true,0,02-05-2026,03-05-2026,33,14,5.08,3,6,6,6,47,15,6,0,6,20.32,6,3,py93103,pl91296,"pl91296, 01103f96f1, py93103",,,,0,"rehang box tree felled, warm, male on nest, FON, hc1, FON, hc2, FP, neither ID'd, male caught (PY93103, 3b001943AD)",,,,,,,,,
20261B142A,b,Emma Gray,false,b,6,true,10-06-2026,,,08-04-2026,8,0,11,1.00,true,0,30-04-2026,05-05-2026,35,18,4.37,4,10,6,0,,,,0,0,,0,0,,,,,,,0,"warm, cold, FON, no ring or tag on Female, FON, hc1, FON, hc2, warm, hc3, FON, hc4",,,,,,,,,
20261B143,b,Emma Gray,false,,6,true,28-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B144,b,Emma Gray,false,,6,true,28-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B145,b,Emma Gray,false,b,6,true,28-05-2026,,,13-04-2026,13,0,2,1.00,true,0,05-05-2026,04-05-2026,34,12,4.34,4,10,10,10,48,15,10,0,10,9.76,10,2,bzd1457,bpl2001,"bzd1457, bpl2001",,,,0,"FON, no ring, FON, hc1, FP, no adults ID'd, male caught and tagged (3b0018c926), female caught and ringed (3b001817cf), chick with crossbeak (BZD6805)",,,,,,,,,
20261B146,b,Emma Gray,false,,6,true,28-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B147,b,Emma Gray,false,,6,true,28-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B148,b,Emma Gray,false,b,6,true,28-05-2026,,,09-04-2026,9,0,4,1.00,true,0,02-05-2026,05-05-2026,35,16,4.50,4,11,11,5,49,15,5,6,4,7.28,5,0,,bzd2298,3b00185d0b,,bzd6824,,0,"cold, FON, has ring but misread it, hc1, FP, none ID'd, FP, female ID'd, male not caught, female caught again, male still to catch, trapping attempt #3, caugt female again, no sign of male",,,,,,,,,
20261B149,b,Emma Gray,false,,6,true,25-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B15,b,Emma Gray,false,b,6,true,22-05-2026,,,07-04-2026,7,0,10,1.00,true,0,28-04-2026,29-04-2026,29,14,5.01,4,9,9,9,43,15,9,0,9,11.32,9,1,bzd2317,bdb5284,"3b00484f01, bdb5284",,,,0,"FP, male ID'd, FON, hc1, FON, hc2, female caught and given pit tag (3b0018b46f), FON with no pit tag and could not count the eggs",,,,,,,,,
20261B150,b,Emma Gray,false,g,6,true,17-05-2026,,,14-04-2026,14,0,6,1.00,true,0,02-05-2026,,,,5.15,3,6,,0,,,,0,0,,0,1,,pf71661,3b0018b7cc,,,,0,"FON, cold, hc1, cold, hc2, cold, hc3, cold, hc4, cold, hc5, cold eggs, hc6, nest removed",,,,,,,,,
20261B151,b,Emma Gray,false,b,6,true,16-05-2026,,,06-04-2026,6,0,10,1.00,true,0,29-04-2026,02-05-2026,32,16,3.59,3,11,11,0,,,,10,0,,0,1,bzd1621,bva5345,"3b004c97ad, 3b00492fb6",,,,0,"warm eggs, cold, front plate found on ground, FON, FON, hc1, FON, hc2, FON, hc3, FON, hc4, FP, both ID'd",,,,,,,,,
20261B152,b,Emma Gray,false,,6,true,27-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B153,b,Emma Gray,false,b,6,true,10-06-2026,,,08-04-2026,8,0,10,1.00,true,0,01-05-2026,01-05-2026,31,12,4.77,4,12,8,0,,,,0,0,,0,0,,,,,,,0,"FON, no ring, hc1, FON",,,,,,,,,
20261B154,b,Emma Gray,false,g,6,true,24-05-2026,,,10-04-2026,10,0,4,1.00,true,0,30-04-2026,30-04-2026,30,13,4.59,3,8,8,8,44,15,8,0,8,18.09,8,1,vz31749,py91272,"01103fce00, 0110177b13",,,,0,"warm eggs, FON, FON, hc1, FON, FP, both ID'd",,,,,,,,,
20261B155,b,Emma Gray,false,b,6,true,10-06-2026,,,14-04-2026,14,0,6,1.00,true,0,05-05-2026,04-05-2026,34,11,3.10,3,10,3,0,,,,0,0,,0,1,,bzd0921,bzd0921,,,,0,"FON, FON, hc1, FON, hc1",,,,,,,,,
20261B156,b,Emma Gray,false,,6,true,27-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B157,b,Emma Gray,false,b,6,true,30-05-2026,,,15-04-2026,15,0,6,1.00,true,0,06-05-2026,07-05-2026,37,14,4.11,4,9,8,8,51,15,8,0,8,11.18,8,2,bpl2006,bpl2007,"bpl2006, bpl2007",,,,0,"warm eggs, warm, hc1, warm, hc2, FP, neither ID'd, trapping, male caught (3b0018ab7c), trapping attempt #2, female caught",,,,,,,,,
20261B158,b,Emma Gray,false,,6,true,27-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B159,b,Emma Gray,false,,6,true,27-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B16,b,Jørgen Søraker,false,b,6,true,02-06-2026,,,08-04-2026,8,0,8,0.60,true,0,28-04-2026,01-05-2026,31,16,3.40,3,8,8,8,45,15,8,0,8,10.69,8,2,atr8191,atr6682,"01103fc361, 01103fc8f4",,,,0,"FON, hc1 fon, fon, faceplated",,,,,,,,,
20261B160,b,Emma Gray,false,,6,true,27-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B161,b,Emma Gray,false,,6,true,27-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B162,b,Emma Gray,false,,6,true,27-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B163,b,Emma Gray,false,g,6,true,27-05-2026,,,10-04-2026,10,0,3,,true,0,01-05-2026,03-05-2026,33,15,4.81,3,9,5,4,47,15,4,1,4,13.45,4,1,,py93577,"py93577, 3b0018e029",,,,0,"cold, FON, hc1, FP, female ID'd, egg partially hatched and removed, FP, female caught but no male, third trap attempt, male not caught, quite small chicks, barely ringable",,,,,,,,,
20261B164,b,Emma Gray,false,,6,true,27-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B165,b,Emma Gray,false,g,6,true,10-06-2026,,,21-04-2026,21,0,7,1.00,true,0,09-05-2026,11-05-2026,41,15,6.68,4,6,4,4,55,15,4,0,4,18.25,4,4,,,"3b0018be6a, 01103fd6a9, py90926",,,,0,"warm eggs, warm, hc1, FON, hc2, FP, female ID'd, previous adult ID is male, tried to catch tagged female only caught the male",,,,,,,,,
20261B166,b,Emma Gray,false,b,6,true,10-06-2026,,,21-04-2026,21,0,7,1.00,true,0,10-05-2026,11-05-2026,41,14,4.57,4,7,7,5,55,15,5,2,5,8.56,5,0,,bzd1585,3b001938b8,,,,0,"warm eggs, warm, hc1, FON, hc2, FP, female ID'd, trapping attempt #1, female caught but no male, trapping attempt #2, no one caught, trapping attempt #3, no male caught, chicks sitting in the way on the sliding panel",,,,,,,,,
20261B168,b,Emma Gray,false,,6,true,27-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B169,b,Emma Gray,false,g,6,true,30-05-2026,,,08-05-2026,38,11,15,,true,0,25-05-2026,23-05-2026,53,11,,,5,5,0,,,,5,0,,0,0,,,,,,,0,"FON (no ring), FON (no ring), hc1, FON, hc2, warm, hc3, FON, hc4, FP, niether ID'd, chicks were barely moving and covered with fleas and ant eggs., failed",,,,,,,,,
20261B170,b,Emma Gray,false,b,6,true,20-05-2026,,,12-04-2026,12,0,4,1.50,true,0,05-05-2026,,,,4.35,4,11,,0,,,,0,0,,0,0,,,,,,,0,"warm, warm eggs, cold, hc1, cold, hc2, cold, hc3, cold, hc3, cold, hc4, cold, hc5, cold, hc6, nest removed",,,,,,,,,
20261B170A,b,Emma Gray,false,b,6,true,24-05-2026,,,09-04-2026,9,0,6,,true,0,29-04-2026,30-04-2026,30,14,4.01,4,8,8,7,44,15,7,0,7,10.83,7,1,,,"3b004c5125, bdb5388",,,,0,"FON, hc2, FON, ring but no tag, FP, male ID'd as female has bto ring (starts with BDB5) but no tag, FON, female caught given tag (3b00185590)",,,,,,,,,
20261B171,b,Emma Gray,false,b,6,true,10-06-2026,,,21-04-2026,21,0,4,1.00,true,0,12-05-2026,11-05-2026,41,12,4.60,4,9,7,7,55,15,7,0,7,8.84,7,2,bpl2008,bpl2009,"bpl2008, bpl2009",,,,0,"warm eggs, FON (no ring), hc1, FP, neither ID'd, both male and female caught",,,,,,,,,
20261B172,b,Emma Gray,false,,6,true,26-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B173,b,Emma Gray,false,b,6,true,14-05-2026,,,05-04-2026,5,7,10,0.00,true,0,28-04-2026,09-05-2026,39,24,4.63,4,11,7,0,,,,7,0,,0,0,,,,,,,0,"warm, cold eggs at bottom of nest, cold, cold, cold, FON, no ring, FON, hc1, nest failed (seems on hatch day) and removed",,,,,,,,,
20261B174,b,Emma Gray,false,g,6,true,16-06-2026,,,29-04-2026,29,2,7,,true,0,17-05-2026,16-05-2026,46,12,,,6,6,2,60,15,2,0,2,16.85,2,0,,vr27922,"01103faf3e, 01103f4629",,,,0,"warm eggs, warm, hc1, hc2, FP, both ID'd",,,,,,,,,
20261B175,b,Emma Gray,false,,6,true,26-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,"something jumped out at nest check, nuthatch?",,,,,,,,,
20261B176,b,Emma Gray,false,b,6,true,10-06-2026,,,08-04-2026,8,0,10,1.00,true,0,27-04-2026,05-05-2026,35,21,3.26,3,7,4,0,,,,0,0,,0,0,,,,,,,0,"cold, cold, cold, FON, no ring, hc1",,,,,,,,,
20261B177,b,Jørgen Søraker,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B178,b,Jørgen Søraker,false,b,6,true,02-06-2026,,,10-04-2026,10,0,5,1.00,true,0,03-05-2026,03-05-2026,33,13,3.20,3,11,10,0,,,,0,0,,0,0,,,,,,,0,"eggs cold, eggs cold, fon, FON",,,,,,,,,
20261B179,b,Jørgen Søraker,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B18,b,Jørgen Søraker,false,,6,true,02-06-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B180,b,Jørgen Søraker,false,g,6,true,02-06-2026,,,07-04-2026,7,0,8,1.00,true,0,28-04-2026,30-04-2026,30,15,5.00,3,9,9,9,44,15,9,1,8,14.74,9,1,,jf62859,jf62859,,jf61433,,0,catching attempt 1,,,,,,,,,
20261B181,b,Jørgen Søraker,false,b,6,true,02-06-2026,,,07-04-2026,7,0,8,1.00,true,0,01-05-2026,03-05-2026,33,15,3.60,3,12,12,12,47,15,12,0,12,9.67,12,2,bzd1668,bpl3300,"3b004c3964, bpl3300",,,,0,"cold eggs, eggs cold, eggs cold, FON, faceplated, catching attempt 1",,,,,,,,,
20261B182,b,Jørgen Søraker,false,,6,true,02-06-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B183,b,Jørgen Søraker,false,b,6,true,02-06-2026,,,19-04-2026,19,5,7,0.00,true,0,11-05-2026,15-05-2026,45,17,3.50,3,10,4,0,,,,4,0,,0,0,,,,,,,0,"eggs cold, cold eggs",,,,,,,,,
20261B184,b,Jørgen Søraker,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B185,b,Jørgen Søraker,false,b,6,true,02-06-2026,,,13-04-2026,13,0,5,1.00,true,0,04-05-2026,03-05-2026,33,12,3.30,3,9,9,9,48,16,9,0,9,10.01,9,3,bdb5449,bzd1676,"01103fbadb, bzd1676, bdb5449",,,,0,"FON, hc1 eggs warm, faceplate no parent detected, faceplated, catching attempt 2",,,,,,,,,
20261B186,b,Jørgen Søraker,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B187,b,Jørgen Søraker,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B188,b,Jørgen Søraker,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B189,b,Jørgen Søraker,false,b,6,true,02-06-2026,,,09-04-2026,9,0,8,,true,0,01-05-2026,01-05-2026,31,13,3.80,3,10,7,0,,,,0,0,,0,0,,,,,,,0,"FON, hc1 fon",,,,,,,,,
20261B190,b,Jørgen Søraker,false,b,6,true,02-06-2026,,,06-04-2026,6,0,8,1.00,true,0,29-04-2026,28-04-2026,28,12,3.80,3,11,9,0,,,,0,0,,0,0,,,,,,,0,"cold eggs, FON",,,,,,,,,
20261B191,b,Jørgen Søraker,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B192,b,Jørgen Søraker,false,g,6,true,02-06-2026,,,03-04-2026,3,0,8,,true,0,24-04-2026,24-04-2026,24,13,5.40,3,9,9,9,38,15,9,0,9,16.32,9,2,py91247,py93414,"py93414, 3b0019fe53, 3b004d01a1",,,,0,"FON unable to tell egg number, still warm eggs, faceplated",,,,,,,,,
20261B193,b,Jørgen Søraker,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B194,b,Jørgen Søraker,false,b,6,true,02-06-2026,,,10-04-2026,10,0,5,,true,0,01-05-2026,29-04-2026,29,11,3.60,3,9,9,7,43,15,7,0,7,9.70,7,2,,,"bzd3425, 3b001922b4",,,,0,"FON, female not tagged, faceplated, catching attempt 1",,,,,,,,,
20261B194A,b,Jørgen Søraker,false,,6,true,02-06-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B195,b,Jørgen Søraker,false,g,6,true,02-06-2026,,,12-04-2026,12,0,5,,true,0,02-05-2026,,,,5.30,3,8,8,8,45,,8,0,8,16.86,8,2,py91720,jf62879,"01103f9bb9, jf62879",,,,0,"eggs cold, FON, faceplated, catching attempt 1",,,,,,,,,
20261B196,b,Jørgen Søraker,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B197,b,Jørgen Søraker,false,b,6,true,02-06-2026,,,11-04-2026,11,0,5,,true,0,29-04-2026,30-04-2026,30,14,3.00,3,6,6,6,44,15,6,0,6,10.32,6,2,bzd7824,bpl3226,"bpl3226, bzd7824",,,,0,"FON, catching attempt 1",,,,,,,,,
20261B198,b,Jørgen Søraker,false,b,6,true,02-06-2026,,,10-04-2026,10,0,5,,true,0,01-05-2026,30-04-2026,30,12,3.30,3,9,9,9,42,13,9,0,9,9.93,9,2,avl6919,bzd1135,"bzd1135, avl6919",,,,0,"FON, FON female not tagged, faceplated no parents detected, catching attempt 1",,,,,,,,,
20261B199,b,Emma Gray,false,b,6,true,10-06-2026,,,19-04-2026,19,0,4,1.00,true,0,12-05-2026,13-05-2026,43,14,3.47,3,11,8,3,57,15,3,4,0,6.50,3,1,,bzd6568,bzd6568,,"bzd6895, bzd6896, bzd6897",,0,"missing thermologger cap, cold, FON, FON (BZD???8), hc1, FP, neither ID'd, trapping attempt#1, no success, trapping attempt #2, female pit tag replaced",,,,,,,,,
20261B2,b,Emma Gray,false,,6,true,26-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B20,b,Jørgen Søraker,false,,6,true,02-06-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261B200,b,Emma Gray,false,,6,true,25-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,I couldn't reach the nest,,,,,,,,,
20261B201,b,Jørgen Søraker,false,g,6,true,02-06-2026,,,14-04-2026,14,0,5,1.00,true,0,07-05-2026,07-05-2026,37,13,4.90,3,11,7,3,51,15,3,2,3,15.17,3,1,,jf62971,jf62971,,,,0,"eggs cold, FON, hc1 not hatched yet fon, faceplated no parent detected, catching attemnpt 1 and 2",,,,,,,,,
20261B203,b,Emma Gray,false,,6,true,26-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
