Rtype,Ring,Spec,Age,Sex,Date,Place,Site,Find,Circumstance,Text,Wing,Wt,Init,Blmtd,Bill,Bdmtd,Billd,Tsmtd,Tarsus,Fat,Fatmtd,Pec,Pulaliv,Pulring
R,BZD1671,MARTI,6,,28/01/2026  08:49:59,WYT,LOG 7C,,,,62.0,10.1,JSS,,,,,M,18.6,,,,,
R,TY69848,GRETI,6,M,28/01/2026  08:49:59,WYT,LOG 7C,,,,76.0,18.3,IMB,,,,,M,23.1,,,,,
R,BVA5191,BLUTI,6,M,28/01/2026  08:49:59,WYT,LOG 7C,,,,62.0,11.2,AEW,,,,,M,19.1,,,,,
R,BZD1860,BLUTI,6,F,28/01/2026  08:49:59,WYT,LOG 7C,,,,62.0,10.7,JSS,,,,,M,19.4,,,,,
R,BZD1847,BLUTI,6,M,28/01/2026  08:49:59,WYT,LOG 7C,,,,64.0,11.7,IMB,,,,,M,18.7,,,,,
R,BZD4369,BLUTI,5,F,28/01/2026  08:49:59,WYT,LOG 7C,,,,61.0,10.4,JSS,,,,,M,18.5,,,,,
R,BDB5622,BLUTI,5,F,28/01/2026  08:49:59,WYT,LOG 7C,,,,61.0,10.1,IMB,,,,,M,18.9,,,,,
R,ATR9795,BLUTI,6,M,28/01/2026  08:49:59,WYT,LOG 7C,,,,66.0,10.6,JSS,,,,,M,18.7,,,,,
R,BDB5559,BLUTI,5,F,28/01/2026  08:49:59,WYT,LOG 7C,,,,62.0,11.2,IMB,,,,,M,19.2,,,,,
R,AJY4324,BLUTI,6,M,28/01/2026  08:49:59,WYT,LOG 7C,,,,63.0,11.4,IMB,,,,,M,17.7,,,,,
R,BZD4556,BLUTI,6,M,28/01/2026  08:49:59,WYT,LOG 7C,,,,64.0,10.5,ADR,,,,,M,20.0,,,,,
R,BZD4022,BLUTI,6,M,28/01/2026  08:49:59,WYT,LOG 7C,,,,65.0,11.0,IMB,,,,,M,19.4,,,,,
R,AJY5971,BLUTI,6,F,28/01/2026  08:49:59,WYT,LOG 7C,,,,61.0,10.3,CJA,,,,,M,18.8,,,,,
R,BZD3017,BLUTI,6,F,28/01/2026  08:49:59,WYT,LOG 7C,,,,,,IMB,,,,,,,,,,,
N,BZD1144,BLUTI,5,F,04/02/2026  08:49:59,WYT,LOG 5I,,,,64.0,10.4,JSS,,,,,M,18.4,,,,,
N,BZD1145,BLUTI,5,M,04/02/2026  08:49:59,WYT,LOG 5I,,,,65.0,10.0,KMH,,,,,M,19.4,,,,,
N,BZD1146,BLUTI,5,F,04/02/2026  08:49:59,WYT,LOG 5I,,,,61.0,10.4,JSS,,,,,,,,,,,
N,BZD1147,BLUTI,5,F,04/02/2026  08:49:59,WYT,LOG 5I,,,,62.0,10.7,KMH,,,,,,,,,,,
N,BZD1148,BLUTI,5,F,04/02/2026  08:49:59,WYT,LOG 5I,,,,62.0,10.3,JSS,,,,,,,,,,,
N,BZD1149,COATI,6,,04/02/2026  08:49:59,WYT,LOG 5I,,,,61.0,9.0,JSS,,,,,M,18.6,,,,,
N,BZD1150,BLUTI,5,F,04/02/2026  08:49:59,WYT,LOG 5I,,,,61.0,9.7,KMH,,,,,,,,,,,
N,BZD1151,BLUTI,5,F,04/02/2026  08:49:59,WYT,LOG 5I,,,,63.0,11.3,KMH,,,,,,,,,,,
N,BZD1152,BLUTI,5,F,04/02/2026  08:49:59,WYT,LOG 5I,,,,61.0,10.6,JSS,,,,,,,,,,,
N,BZD1153,BLUTI,5,F,04/02/2026  08:49:59,WYT,LOG 5I,,,,61.0,10.1,JSS,,,,,,,,,,,
N,BZD1154,BLUTI,5,F,04/02/2026  08:49:59,WYT,LOG 5I,,,,60.0,9.8,KMH,,,,,,,,,,,
N,BZD1155,BLUTI,5,F,04/02/2026  08:49:59,WYT,LOG 5I,,,,63.0,10.5,JSS,,,,,,,,,,,
N,BZD1156,BLUTI,5,F,04/02/2026  08:49:59,WYT,LOG 5I,,,,64.0,11.4,KMH,,,,,,,,,,,
N,BZD1157,MARTI,5,,04/02/2026  08:49:59,WYT,LOG 5I,,,,64.0,11.3,JSS,,,,,M,19.1,,,,,
N,BZD1158,BLUTI,5,F,04/02/2026  08:49:59,WYT,LOG 5I,,,,,,KMH,,,,,,,,,,,
N,BZD1159,BLUTI,5,F,04/02/2026  08:49:59,WYT,LOG 5I,,,,63.0,10.3,JSS,,,,,,,,,,,
N,BZD1160,BLUTI,6,F,04/02/2026  08:49:59,WYT,LOG 5I,,,,63.0,10.7,KMH,,,,,,,,,,,
N,BZD1161,BLUTI,5,F,04/02/2026  08:49:59,WYT,LOG 5I,,,,62.0,9.6,JSS,,,,,,,,,,,
N,BZD1162,BLUTI,5,F,04/02/2026  08:49:59,WYT,LOG 5I,,,,62.0,10.2,SPK,,,,,,,,,,,
N,BZD1163,BLUTI,6,F,04/02/2026  08:49:59,WYT,LOG 5I,,,,63.0,10.3,JSS,,,,,,,,,,,
N,BZD1164,BLUTI,5,M,04/02/2026  08:49:59,WYT,LOG 5I,,,,65.0,10.8,JSS,,,,,,,,,,,
N,BZD1165,COATI,5,,04/02/2026  08:49:59,WYT,LOG 5I,,,,58.0,8.7,JSS,,,,,M,19.1,,,,,
N,BZD1166,BLUTI,5,M,04/02/2026  08:49:59,WYT,LOG 5I,,,,64.0,10.9,SPK,,,,,,,,,,,
N,BZD1167,COATI,5,,04/02/2026  08:49:59,WYT,LOG 5I,,,,62.0,8.7,JSS,,,,,M,19.3,,,,,
N,BZD1168,BLUTI,5,M,04/02/2026  08:49:59,WYT,LOG 5I,,,,65.0,11.2,SPK,,,,,,,,,,,
N,BZD1170,COATI,5,,04/02/2026  09:59:59,WYT,LOG 5I,,,,59.0,8.5,SPK,,,,,,,,,,,
N,BZD1171,BLUTI,5,F,04/02/2026  09:59:59,WYT,LOG 5I,,,,63.0,10.3,SPK,,,,,,,,,,,
N,BZD1172,BLUTI,5,M,04/02/2026  09:59:59,WYT,LOG 5I,,,,65.0,11.4,JSS,,,,,,,,,,,
N,BZD1173,BLUTI,5,F,04/02/2026  09:59:59,WYT,LOG 5I,,,,62.0,10.6,SPK,,,,,,,,,,,
N,BZD1174,BLUTI,5,F,04/02/2026  09:59:59,WYT,LOG 5I,,,,63.0,10.9,JSS,,,,,,,,,,,
N,BZD1175,BLUTI,5,F,04/02/2026  09:59:59,WYT,LOG 5I,,,,60.0,10.3,JSS,,,,,,,,,,,
N,BZD1176,BLUTI,5,F,04/02/2026  09:59:59,WYT,LOG 5I,,,,62.0,10.3,SPK,,,,,,,,,,,
N,BZD1177,BLUTI,5,M,04/02/2026  09:59:59,WYT,LOG 5I,,,,64.0,10.9,JSS,,,,,,,,,,,
N,BZD1178,BLUTI,5,M,04/02/2026  09:59:59,WYT,LOG 5I,,,,63.0,11.8,KMH,,,,,,,,,,,
N,BZD1179,BLUTI,5,F,04/02/2026  09:59:59,WYT,LOG 5I,,,,63.0,11.8,KMH,,,,,,,,,,,
N,BZD1180,BLUTI,6,M,04/02/2026  09:59:59,WYT,LOG 5I,,,,64.0,11.4,SPK,,,,,,,,,,,
N,BZD1181,BLUTI,6,M,04/02/2026  09:59:59,WYT,LOG 5I,,,,63.0,11.7,KMH,,,,,,,,,,,
N,BZD1182,BLUTI,5,F,04/02/2026  09:59:59,WYT,LOG 5I,,,,62.0,10.4,SPK,,,,,,,,,,,
N,BZD1183,BLUTI,5,F,04/02/2026  09:59:59,WYT,LOG 5I,,,,60.0,10.2,KMH,,,,,,,,,,,
N,BZD1184,BLUTI,6,M,04/02/2026  09:59:59,WYT,LOG 5I,,,,65.0,11.0,SPK,,,,,,,,,,,
N,BZD1185,BLUTI,5,F,04/02/2026  09:59:59,WYT,LOG 5I,,,,60.0,11.0,KMH,,,,,,,,,,,
N,BZD1186,BLUTI,5,M,04/02/2026  09:59:59,WYT,LOG 5I,,,,66.0,11.5,SPK,,,,,,,,,,,
N,LC85952,GRSWO,5,F,04/02/2026  08:49:59,WYT,LOG 5I,,,,132.0,75.5,HRG,,,,,,,,,,,
N,PY93629,GRETI,6,M,04/02/2026  08:49:59,WYT,LOG 5I,,,,77.0,18.5,KMH,,,,,,,,,,,
N,PY93630,GRETI,5,M,04/02/2026  08:49:59,WYT,LOG 5I,,,,75.0,19.3,HRG,,,,,,,,,,,
N,PY93631,GRETI,5,F,04/02/2026  10:40:00,WYT,LOG 5I,,,,73.0,,SPK,,,,,,,,,,,
N,PY93632,GRETI,5,M,04/02/2026  10:40:00,WYT,LOG 5I,,,,75.0,18.4,SPK,,,,,,,,,,,
N,PY93633,NUTHA,4,F,04/02/2026  10:40:00,WYT,LOG 5I,,,,83.0,23.6,SPK,,,,,,,,,,,
R,BZD0777,BLUTI,5,F,04/02/2026  08:49:59,WYT,LOG 5I,,,,61.0,10.5,SPK,,,,,M,18.8,,,,,
R,PY94553,GRETI,5,F,04/02/2026  08:49:59,WYT,LOG 5I,,,,74.0,19.0,SPK,,,,,,,,,,,
R,BDB5843,BLUTI,5,M,04/02/2026  08:49:59,WYT,LOG 5I,,,,64.0,10.8,DLI,,,,,,,,,,,
R,PY94274,GRETI,5,M,04/02/2026  08:49:59,WYT,LOG 5I,,,,78.0,18.1,SPK,,,,,,,,,,,
R,BDB5902,BLUTI,5,F,04/02/2026  08:49:59,WYT,LOG 5I,,,,61.0,9.7,DLI,,,,,,,,,,,
R,AJY4410,BLUTI,6,F,04/02/2026  08:49:59,WYT,LOG 5I,,,,62.0,10.6,DLI,,,,,,,,,,,
R,BAC0896,BLUTI,6,F,04/02/2026  08:49:59,WYT,LOG 5I,,,,61.0,10.7,SPK,,,,,,,,,,,
R,BVA5131,BLUTI,6,F,04/02/2026  08:49:59,WYT,LOG 5I,,,,63.0,10.7,DLI,,,,,,,,,,,
R,BZD5776,BLUTI,5,F,04/02/2026  08:49:59,WYT,LOG 5I,,,,62.0,9.9,SPK,,,,,,,,,,,
R,PY94379,GRETI,5,F,04/02/2026  08:49:59,WYT,LOG 5I,,,,75.0,,SPK,,,,,,,,,,,
R,PY91750,GRETI,5,M,04/02/2026  08:49:59,WYT,LOG 5I,,,,76.0,18.1,SPK,,,,,,,,,,,
R,BZD0036,BLUTI,6,F,04/02/2026  09:59:59,WYT,LOG 5I,,,,65.0,10.8,KMH,,,,,,,,,,,
R,BZD6509,BLUTI,5,F,04/02/2026  09:59:59,WYT,LOG 5I,,,,60.0,10.0,DLI,,,,,,,,,,,
R,BZD0837,BLUTI,5,F,04/02/2026  09:59:59,WYT,LOG 5I,,,,60.0,10.4,KMH,,,,,,,,,,,
R,BZD5508,BLUTI,6,M,04/02/2026  09:59:59,WYT,LOG 5I,,,,61.0,10.8,DLI,,,,,,,,,,,
R,BZD2199,BLUTI,6,F,04/02/2026  09:59:59,WYT,LOG 5I,,,,61.0,9.6,KMH,,,,,,,,,,,
R,PY94156,GRETI,5,F,04/02/2026  09:59:59,WYT,LOG 5I,,,,74.0,17.7,KMH,,,,,,,,,,,
R,PY91897,GRETI,5,F,04/02/2026  09:59:59,WYT,LOG 5I,,,,73.0,17.4,KMH,,,,,,,,,,,
R,PY91738,GRETI,5,F,04/02/2026  09:59:59,WYT,LOG 5I,,,,72.0,17.4,DLI,,,,,,,,,,,
R,PY92348,GRETI,5,F,04/02/2026  09:59:59,WYT,LOG 5I,,,,73.0,17.8,KMH,,,,,,,,,,,
R,AJY6469,COATI,5,,04/02/2026  09:59:59,WYT,LOG 5I,,,,61.0,8.9,JSS,,,,,,,,,,,
R,BZD5919,BLUTI,6,F,04/02/2026  09:59:59,WYT,LOG 5I,,,,61.0,10.8,KMH,,,,,,,,,,,
R,BZD7709,BLUTI,5,M,04/02/2026  09:59:59,WYT,LOG 5I,,,,65.0,10.6,JSS,,,,,,,,,,,
R,BDB5902,BLUTI,5,F,04/02/2026  09:59:59,WYT,LOG 5I,,,,62.0,9.6,KMH,,,,,,,,,,,
R,LE43043,GRSWO,6,M,04/02/2026  09:59:59,WYT,LOG 5I,,,,127.0,75.7,KMH,,,,,,,,,,,
R,BZD1332,BLUTI,5,M,04/02/2026  09:59:59,WYT,LOG 5I,,,,62.0,10.5,KMH,,,,,,,,,,,
R,AJY6534,BLUTI,6,F,04/02/2026  09:59:59,WYT,LOG 5I,,,,62.0,11.0,KMH,,,,,,,,,,,
R,PY91002,GRETI,6,F,04/02/2026  10:40:00,WYT,LOG 5I,,,,72.0,18.2,HRG,,,,,,,,,,,
R,BZD5769,BLUTI,5,F,04/02/2026  10:40:00,WYT,LOG 5I,,,,64.0,10.4,KMH,,,,,,,,,,,
N,BZD1187,BLUTI,6,F,16/02/2026  08:29:59,WYT,LOG 7H,,,,64.0,10.5,KMH,,,,,M,19.1,,,,,
N,BZD1188,BLUTI,5,F,16/02/2026  08:29:59,WYT,LOG 7H,,,,61.0,10.9,KMH,,,,,M,19.6,,,,,
N,BZD1189,BLUTI,5,F,16/02/2026  08:29:59,WYT,LOG 7H,,,,63.0,9.6,KMH,,,,,M,19.5,,,,,
N,BZD1190,BLUTI,6,F,16/02/2026  08:29:59,WYT,LOG 7H,,,,63.0,10.9,KMH,,,,,M,19.5,,,,,
N,BZD1191,BLUTI,5,M,16/02/2026  08:29:59,WYT,LOG 7H,,,,64.0,11.2,KMH,,,,,M,19.5,,,,,
N,BZD1192,BLUTI,5,F,16/02/2026  08:29:59,WYT,LOG 7H,,,,64.0,10.7,BEN SHELDON,,,,,M,17.9,,,,,
N,BZD1193,BLUTI,5,F,16/02/2026  08:29:59,WYT,LOG 7H,,,,60.0,11.1,KMH,,,,,M,18.6,,,,,
N,BZD1194,BLUTI,5,F,16/02/2026  08:29:59,WYT,LOG 7H,,,,61.0,10.5,BEN SHELDON,,,,,M,18.6,,,,,
N,BZD1195,BLUTI,6,M,16/02/2026  08:29:59,WYT,LOG 7H,,,,62.0,10.0,KMH,,,,,M,19.1,,,,,
N,BZD1196,BLUTI,5,M,16/02/2026  08:29:59,WYT,LOG 7H,,,,66.0,11.7,BEN SHELDON,,,,,M,19.1,,,,,
N,BZD1197,BLUTI,5,M,16/02/2026  08:29:59,WYT,LOG 7H,,,,62.0,10.7,AEW,,,,,M,19.4,,,,,
N,BZD1198,BLUTI,5,F,16/02/2026  08:29:59,WYT,LOG 7H,,,,61.0,10.9,KMH,,,,,M,18.8,,,,,
N,BZD1199,BLUTI,5,M,16/02/2026  08:29:59,WYT,LOG 7H,,,,65.0,10.8,BEN SHELDON,,,,,M,18.2,,,,,
N,BZD1200,BLUTI,5,M,16/02/2026  08:29:59,WYT,LOG 7H,,,,64.0,10.6,AEW,,,,,M,18.3,,,,,
N,BZD7517,BLUTI,5,M,16/02/2026  08:29:59,WYT,LOG 7H,,,,66.0,11.2,BEN SHELDON,,,,,M,19.8,,,,,
N,BZD7518,BLUTI,5,M,16/02/2026  08:29:59,WYT,LOG 7H,,,,61.0,9.9,KMH,,,,,M,18.5,,,,,
N,BZD7519,BLUTI,6,F,16/02/2026  08:29:59,WYT,LOG 7H,,,,62.0,10.0,DSS,,,,,M,18.3,,,,,
N,BZD7520,BLUTI,5,F,16/02/2026  08:29:59,WYT,LOG 7H,,,,61.0,9.9,KMH,,,,,M,19.2,,,,,
N,BZD7521,COATI,5,M,16/02/2026  08:29:59,WYT,LOG 7H,,,,,8.8,BEN SHELDON,,,,,,,,,,,
N,BZD7522,BLUTI,5,M,16/02/2026  08:29:59,WYT,LOG 7H,,,,63.0,11.1,AEW,,,,,M,19.0,,,,,
N,BZD7523,BLUTI,6,F,16/02/2026  08:29:59,WYT,LOG 7H,,,,62.0,11.0,SPK,,,,,M,19.2,,,,,
N,BZD7524,BLUTI,6,F,16/02/2026  08:29:59,WYT,LOG 7H,,,,61.0,10.4,AEW,,,,,M,18.4,,,,,
N,BZD7525,BLUTI,5,F,16/02/2026  08:29:59,WYT,LOG 7H,,,,62.0,10.7,SPK,,,,,M,19.0,,,,,
N,BZD7526,BLUTI,5,F,16/02/2026  08:29:59,WYT,LOG 7H,,,,60.0,10.0,AEW,,,,,M,18.9,,,,,
N,BZD7527,BLUTI,5,M,16/02/2026  08:29:59,WYT,LOG 7H,,,,66.0,11.2,AEW,,,,,M,19.0,,,,,
N,BZD7528,BLUTI,5,M,16/02/2026  08:29:59,WYT,LOG 7H,,,,63.0,10.3,BEN SHELDON,,,,,M,18.2,,,,,
N,BZD7529,BLUTI,5,M,16/02/2026  08:29:59,WYT,LOG 7H,,,,60.0,10.0,AEW,,,,,M,19.0,,,,,
N,BZD7530,BLUTI,6,M,16/02/2026  08:29:59,WYT,LOG 7H,,,,65.0,10.9,SPK,,,,,M,19.8,,,,,
N,BZD7531,BLUTI,6,M,16/02/2026  08:29:59,WYT,LOG 7H,,,,64.0,10.9,DSS,,,,,M,18.8,,,,,
N,BZD7532,BLUTI,5,F,16/02/2026  08:29:59,WYT,LOG 7H,,,,60.0,10.5,SPK,,,,,M,18.4,,,,,
N,BZD7533,BLUTI,5,F,16/02/2026  08:29:59,WYT,LOG 7H,,,,61.0,10.0,DSS,,,,,M,18.7,,,,,
N,BZD7534,BLUTI,5,F,16/02/2026  08:29:59,WYT,LOG 7H,,,,58.0,8.9,DLI,,,,,M,17.6,,,,,
N,BZD7535,BLUTI,5,F,16/02/2026  08:29:59,WYT,LOG 7H,,,,61.0,10.3,DSS,,,,,M,19.2,,,,,
N,BZD7536,BLUTI,5,M,16/02/2026  08:29:59,WYT,LOG 7H,,,,66.0,10.6,BEN SHELDON,,,,,,,,,,,
N,BZD7537,BLUTI,5,F,16/02/2026  08:29:59,WYT,LOG 7H,,,,63.0,10.1,SPK,,,,,M,18.4,,,,,
N,BZD7538,BLUTI,5,F,16/02/2026  08:29:59,WYT,LOG 7H,,,,60.0,10.3,SPK,,,,,M,18.4,,,,,
N,BZD7539,BLUTI,5,F,16/02/2026  08:29:59,WYT,LOG 7H,,,,60.0,9.9,DSS,,,,,M,18.4,,,,,
N,BZD7540,BLUTI,5,F,16/02/2026  08:29:59,WYT,LOG 7H,,,,61.0,10.7,AEW,,,,,M,18.9,,,,,
N,BZD7541,BLUTI,5,F,16/02/2026  08:29:59,WYT,LOG 7H,,,,60.0,9.5,DLI,,,,,M,18.0,,,,,
N,BZD7542,BLUTI,5,F,16/02/2026  08:29:59,WYT,LOG 7H,,,,62.0,10.5,SPK,,,,,M,19.1,,,,,
N,BZD7543,BLUTI,5,M,16/02/2026  08:29:59,WYT,LOG 7H,,,,63.0,10.6,DLI,,,,,M,18.3,,,,,
N,BZD7544,COATI,6,,16/02/2026  08:29:59,WYT,LOG 7H,,,,60.0,8.5,AEW,,,,,M,18.9,,,,,
N,BZD7545,BLUTI,5,F,16/02/2026  08:29:59,WYT,LOG 7H,,,,60.0,11.2,DSS,,,,,M,19.2,,,,,
N,BZD7546,BLUTI,5,F,16/02/2026  11:00:00,WYT,LOG 7H,,,,60.0,10.6,SPK,,,,,M,18.6,,,,,
N,BZD7547,BLUTI,6,F,16/02/2026  11:00:00,WYT,LOG 7H,,,,59.0,9.8,DLI,,,,,M,18.0,,,,,
N,BZD7548,BLUTI,5,F,16/02/2026  11:00:00,WYT,LOG 7H,,,,61.0,10.4,DLI,,,,,M,18.6,,,,,
N,BZD7549,BLUTI,5,M,17/02/2026  09:55:00,WYT,HE-WYT,,,,65.0,11.5,KMH,,,,,M,20.2,,,,,
N,BZD7550,BLUTI,5,M,17/02/2026  09:55:00,WYT,HE-WYT,,,,65.0,11.5,KMH,,,,,M,20.3,,,,,
N,BZD7551,BLUTI,5,F,17/02/2026  09:55:00,WYT,HE-WYT,,,,61.0,10.3,KMH,,,,,M,18.0,,,,,
N,BZD7552,BLUTI,5,F,17/02/2026  09:55:00,WYT,HE-WYT,,,,63.0,10.4,KMH,,,,,M,19.3,,,,,
N,BZD7553,BLUTI,5,F,17/02/2026  09:55:00,WYT,HE-WYT,,,,62.0,9.8,KMH,,,,,M,17.9,,,,,
N,BZD7554,BLUTI,5,M,17/02/2026  09:55:00,WYT,HE-WYT,,,,65.0,11.4,KMH,,,,,M,20.5,,,,,
N,BZD7555,BLUTI,5,M,17/02/2026  09:55:00,WYT,HE-WYT,,,,64.0,11.7,KMH,,,,,M,19.8,,,,,
N,BZD7556,BLUTI,5,F,17/02/2026  09:55:00,WYT,HE-WYT,,,,62.0,10.1,KMH,,,,,M,19.5,,,,,
N,BZD7557,BLUTI,6,M,17/02/2026  09:55:00,WYT,HE-WYT,,,,65.0,10.8,KMH,,,,,M,19.8,,,,,
N,BZD7558,BLUTI,5,M,17/02/2026  09:55:00,WYT,HE-WYT,,,,64.0,10.9,JSS,,,,,M,19.6,,,,,
N,BZD7559,BLUTI,5,M,17/02/2026  09:55:00,WYT,HE-WYT,,,,62.0,10.8,CLA,,,,,M,18.3,,,,,
N,BZD7560,BLUTI,5,F,17/02/2026  09:55:00,WYT,HE-WYT,,,,62.0,10.0,EFC,,,,,M,18.9,,,,,
N,BZD7561,BLUTI,5,F,17/02/2026  09:55:00,WYT,HE-WYT,,,,62.0,10.0,CLA,,,,,M,19.0,,,,,
N,BZD7562,ROBIN,5,,17/02/2026  09:55:00,WYT,HE-WYT,,,,66.0,17.3,CLA,,,,,,,,,,,
N,BZD7563,BLUTI,5,M,17/02/2026  09:55:00,WYT,HE-WYT,,,,66.0,10.5,KMH,,,,,,,,,,,
N,BZD7564,BLUTI,5,F,17/02/2026  09:55:00,WYT,HE-WYT,,,,62.0,10.9,CLA,,,,,M,18.7,,,,,
N,BZD7565,BLUTI,5,F,17/02/2026  09:55:00,WYT,HE-WYT,,,,60.0,9.6,JSS,,,,,M,18.6,,,,,
N,BZD7566,BLUTI,6,M,17/02/2026  09:55:00,WYT,HE-WYT,,,,65.0,10.9,KMH,,,,,M,19.4,,,,,
N,BZD7567,MARTI,5,,17/02/2026  09:55:00,WYT,HE-WYT,,,,60.0,10.4,CLA,,,,,M,18.6,,,,,
N,BZD7568,BLUTI,5,F,17/02/2026  09:55:00,WYT,HE-WYT,,,,60.0,9.9,KMH,,,,,M,18.2,,,,,
N,BZD7575,BLUTI,5,M,17/02/2026  11:49:59,WYT,HE-WYT,,,,64.0,10.7,CLA,,,,,M,19.0,,,,,
N,BZD7576,BLUTI,5,F,17/02/2026  11:49:59,WYT,HE-WYT,,,,62.0,11.0,KMH,,,,,M,19.2,,,,,
N,BZD7577,BLUTI,5,M,17/02/2026  11:49:59,WYT,HE-WYT,,,,66.0,11.2,JSS,,,,,M,19.8,,,,,
N,BZD7578,BLUTI,5,M,17/02/2026  11:49:59,WYT,HE-WYT,,,,64.0,11.3,CLA,,,,,M,19.7,,,,,
N,BZD7579,BLUTI,6,F,18/02/2026  10:40:00,WYT,HE-WYT,,,,61.0,10.8,AEW,,,,,M,19.2,,,,,
N,BZD7580,BLUTI,6,F,18/02/2026  10:40:00,WYT,HE-WYT,,,,61.0,10.3,IMB,,,,,M,19.6,,,,,
N,BZD7581,BLUTI,5,F,18/02/2026  10:40:00,WYT,HE-WYT,,,,61.0,10.0,AEW,,,,,M,18.8,,,,,
N,BZD7582,BLUTI,5,F,18/02/2026  10:40:00,WYT,HE-WYT,,,,62.0,10.8,SJC,,,,,M,18.7,,,,,
N,BZD7583,BLUTI,5,F,18/02/2026  10:40:00,WYT,HE-WYT,,,,62.0,10.7,AEW,,,,,M,18.8,,,,,
N,BZD7569,BLUTI,5,M,17/02/2026  09:55:00,WYT,HE-WYT,,,,66.0,11.2,JSS,,,,,M,19.9,,,,,
N,BZD7570,ROBIN,6,,17/02/2026  11:49:59,WYT,HE-WYT,,,,71.0,19.6,KMH,,,,,,,,,,,
N,BZD7571,BLUTI,5,F,17/02/2026  11:49:59,WYT,HE-WYT,,,,64.0,10.6,CLA,,,,,M,18.6,,,,,
N,BZD7572,BLUTI,5,F,17/02/2026  11:49:59,WYT,HE-WYT,,,,61.0,10.1,JSS,,,,,M,18.7,,,,,
N,BZD7573,BLUTI,5,F,17/02/2026  11:49:59,WYT,HE-WYT,,,,60.0,10.3,CLA,,,,,M,18.4,,,,,
N,BZD7574,BLUTI,5,F,17/02/2026  11:49:59,WYT,HE-WYT,,,,61.0,10.6,KMH,,,,,M,19.2,,,,,
N,BZD7584,BLUTI,5,F,18/02/2026  10:40:00,WYT,HE-WYT,,,,61.0,9.6,CLA,,,,,M,18.5,,,,,
N,BZD7585,BLUTI,5,F,18/02/2026  10:40:00,WYT,HE-WYT,,,,62.0,10.9,IMB,,,,,M,18.6,,,,,
N,BZD7586,BLUTI,6,F,18/02/2026  10:40:00,WYT,HE-WYT,,,,62.0,10.0,IMB,,,,,M,18.0,,,,,
N,BZD7587,LESRE,5,,18/02/2026  10:40:00,WYT,HE-WYT,,,,70.0,10.3,KMM,,,,,,,,,,,
N,BZD7588,BLUTI,5,M,18/02/2026  10:40:00,WYT,HE-WYT,,,,64.0,11.2,AEW,,,,,M,20.0,,,,,
N,BZD7589,BLUTI,6,M,18/02/2026  10:40:00,WYT,HE-WYT,,,,62.0,11.3,AEW,,,,,M,19.0,,,,,
N,BZD7590,BLUTI,5,F,18/02/2026  10:40:00,WYT,HE-WYT,,,,61.0,11.1,IMB,,,,,M,18.4,,,,,
N,BZD7591,BLUTI,5,F,18/02/2026  10:40:00,WYT,HE-WYT,,,,61.0,10.4,IMB,,,,,M,18.6,,,,,
N,BZD7592,BLUTI,5,M,18/02/2026  10:40:00,WYT,HE-WYT,,,,64.0,11.1,IMB,,,,,M,19.8,,,,,
N,BZD7593,BLUTI,5,M,18/02/2026  10:40:00,WYT,HE-WYT,,,,64.0,10.3,AEW,,,,,M,19.5,,,,,
N,BZD7594,COATI,6,M,18/02/2026  10:40:00,WYT,HE-WYT,,,,61.0,8.6,HRG,,,,,,,,,,,
N,PY93634,GRETI,5,M,16/02/2026  09:40:00,WYT,LOG 7H,,,,73.0,17.8,DLI,,,,,M,22.4,,,,,
N,PY93635,GRETI,5,M,16/02/2026  09:40:00,WYT,LOG 7H,,,,75.0,17.6,BEN SHELDON,,,,,M,22.5,,,,,
N,PY93636,GRETI,5,F,16/02/2026  09:40:00,WYT,LOG 7H,,,,70.0,17.1,BEN SHELDON,,,,,M,21.7,,,,,
N,PY93637,DUNNO,5,,16/02/2026  09:40:00,WYT,LOG 7H,,,,68.0,23.9,KMH,,,,,M,23.8,,,,,
N,PY93638,GRETI,5,M,16/02/2026  09:40:00,WYT,LOG 7H,,,,78.0,21.0,BEN SHELDON,,,,,M,24.5,,,,,
N,PY93639,DUNNO,5,,16/02/2026  09:40:00,WYT,LOG 7H,,,,70.0,20.4,BEN SHELDON,,,,,,,,,,,
N,PY93640,GRETI,5,M,16/02/2026  09:40:00,WYT,LOG 7H,,,,78.0,17.6,DSS,,,,,M,23.3,,,,,
N,PY93641,DUNNO,5,,16/02/2026  09:40:00,WYT,LOG 7H,,,,70.0,22.8,DLI,,,,,,,,,,,
N,PY93642,GRETI,5,F,16/02/2026  09:40:00,WYT,LOG 7H,,,,70.0,16.9,DSS,,,,,M,21.8,,,,,
N,PY93643,GRETI,5,M,16/02/2026  09:40:00,WYT,LOG 7H,,,,75.0,17.8,DLI,,,,,M,21.5,,,,,
N,LC85953,GRSWO,6,M,16/02/2026  09:40:00,WYT,LOG 7H,,,,134.0,79.9,DSS,,,,,,,,,,,
N,PY93644,GRETI,5,F,16/02/2026  11:00:00,WYT,LOG 7H,,,,74.0,17.7,DLI,,,,,M,22.5,,,,,
N,PY93645,GRETI,5,F,16/02/2026  11:00:00,WYT,LOG 7H,,,,74.0,18.0,AEW,,,,,M,22.3,,,,,
N,PY93646,GRETI,5,M,16/02/2026  11:00:00,WYT,LOG 7H,,,,74.0,17.1,SPK,,,,,M,22.9,,,,,
N,PY93647,GRETI,5,F,16/02/2026  11:00:00,WYT,LOG 7H,,,,74.0,17.3,BEN SHELDON,,,,,M,22.5,,,,,
