"","ring","Pnum","year","sex","unique2","weight","tarsus","wing_l","age","date"
"7184","NN30090","19871EX58",1987,"M","19871EX58_NN30090",19.2,NA,78,"6","22/05/1987"
"7185","C375756","19871EX5A",1987,"M","19871EX5A_C375756",18.7,NA,77,"5","24/05/1987"
"7186","NN87390","19871EX61",1987,"M","19871EX61_NN87390",20.4,NA,77,"5","22/05/1987"
"7187","NN35518","19871EX62F",1987,"M","19871EX62F_NN35518",19.1,NA,77,"5","22/05/1987"
"7188","NN35651","19871EX62H",1987,"M","19871EX62H_NN35651",17.8,NA,75,"5","22/05/1987"
"7189","VB54494","19871EX63",1987,"M","19871EX63_VB54494",17.9,NA,75,"5","18/05/1987"
"7190","C716316","19871EX64",1987,"M","19871EX64_C716316",18.2,NA,76,"6","18/05/1987"
"7191","VB54389","19871EX65",1987,"M","19871EX65_VB54389",18.8,NA,76,"5","22/05/1987"
"7192","NN86609","19871EX68",1987,"M","19871EX68_NN86609",20.5,NA,77,"6","22/05/1987"
"7193","E066322","19871EX7",1987,"M","19871EX7_E066322",18.5,NA,76.5,"5","20/05/1987"
"7194","VB54332","19871EX70",1987,"M","19871EX70_VB54332",20.1,NA,77,"5","22/05/1987"
"7195","NN86158","19871EX71",1987,"M","19871EX71_NN86158",20.1,NA,78,"6","22/05/1987"
"7196","NN86981","19871EX75",1987,"M","19871EX75_NN86981",19.2,NA,78,"6","20/05/1987"
"7197","VB54118","19871EX78",1987,"M","19871EX78_VB54118",18.2,NA,75,"5","22/05/1987"
"7198","B069074","19871EX92",1987,"M","19871EX92_B069074",18.7,NA,78,"6","26/05/1987"
"7199","E525898","19871MP10",1987,"M","19871MP10_E525898",20.6,NA,75.5,"5","10/06/1987"
"7200","E135013","19871MP14",1987,"M","19871MP14_E135013",19.2,NA,74,"5","28/05/1987"
"7201","NE96052","19871MP29",1987,"M","19871MP29_NE96052",19.1,NA,78,"5","20/05/1987"
"7202","NE96082","19871MP3",1987,"M","19871MP3_NE96082",17.3,NA,72.5,"5","24/05/1987"
"7203","B068380","19871MP33",1987,"M","19871MP33_B068380",19.4,NA,77,"6","18/05/1987"
"7204","B068376","19871MP41",1987,"M","19871MP41_B068376",19.9,NA,78,"6","19/05/1987"
"7205","NE96060","19871MP43",1987,"M","19871MP43_NE96060",18.4,NA,75,"5","22/05/1987"
"7206","C375771","19871MP46",1987,"M","19871MP46_C375771",19.4,NA,74.5,"5","23/05/1987"
"7207","NN34616","19871MP51",1987,"M","19871MP51_NN34616",20,NA,73.5,"5","24/05/1987"
"7208","B067948","19871MP60",1987,"M","19871MP60_B067948",18.2,NA,77,"6","24/05/1987"
"7209","NN86869","19871MP62",1987,"M","19871MP62_NN86869",19.6,NA,77.5,"6","19/05/1987"
"7210","E135012","19871MP64",1987,"M","19871MP64_E135012",18.9,NA,78,"6","24/05/1987"
"7211","C375774","19871MP67",1987,"M","19871MP67_C375774",20.1,NA,76,"5","22/05/1987"
"7212","NE93684","19871MP70",1987,"M","19871MP70_NE93684",20,NA,74.5,"6","28/05/1987"
"7213","NN34614","19871MP71",1987,"M","19871MP71_NN34614",20.9,NA,74,"5","03/06/1987"
"7214","C695191","19871MP75",1987,"M","19871MP75_C695191",20,NA,77,"6","26/05/1987"
"7215","NN34637","19871MP77",1987,"M","19871MP77_NN34637",18.4,NA,75,"5","22/05/1987"
"7216","NN87902","19871MP8",1987,"M","19871MP8_NN87902",18.5,NA,75,"5","24/05/1987"
"7217","NE96075","19871MP83",1987,"M","19871MP83_NE96075",17.3,NA,73,"5","24/05/1987"
"7218","NE96074","19871MP86",1987,"M","19871MP86_NE96074",19.5,NA,73.5,"5","06/06/1987"
"7219","NN86406","19871MP92",1987,"M","19871MP92_NN86406",19.9,NA,73,"5","29/05/1987"
"7220","C375629","19871MP96",1987,"M","19871MP96_C375629",20.1,NA,77,"6","29/05/1987"
"7221","C375792","19871O101",1987,"M","19871O101_C375792",19.6,NA,77,"5","26/05/1987"
"7222","C695577","19871O105",1987,"M","19871O105_C695577",19,NA,76,"6","31/05/1987"
"7223","E067743","19871O107",1987,"M","19871O107_E067743",19.1,NA,76,"5","05/06/1987"
"7224","NN35821","19871O108",1987,"M","19871O108_NN35821",18.7,NA,77,"5","26/05/1987"
"7225","C695244","19871O11",1987,"M","19871O11_C695244",19.2,NA,77,"6","21/05/1987"
"7226","NN35836","19871O111",1987,"M","19871O111_NN35836",18.2,NA,76,"5","03/06/1987"
"7227","C375786","19871O114",1987,"M","19871O114_C375786",19,NA,77,"6","23/05/1987"
"7228","VB54285","19871O17",1987,"M","19871O17_VB54285",19.1,NA,74,"5","20/05/1987"
"7229","NE96858","19871O20",1987,"M","19871O20_NE96858",18.6,NA,78,"6","20/05/1987"
"7230","NN35853","19871O27A",1987,"M","19871O27A_NN35853",18.3,NA,77,"5","31/05/1987"
"7231","NN87907","19871O3",1987,"M","19871O3_NN87907",19,NA,77,"5","20/05/1987"
"7232","NN35555","19871O30",1987,"M","19871O30_NN35555",19.7,NA,77,"5","19/05/1987"
"7233","NN35551","19871O38A",1987,"M","19871O38A_NN35551",18.3,NA,77,"5","20/05/1987"
"7234","NN86876","19871O38B",1987,"M","19871O38B_NN86876",19.2,NA,77,"6","24/05/1987"
"7235","NN86098","19871O39",1987,"M","19871O39_NN86098",18,NA,77,"6","28/05/1987"
"7236","NN34626","19871O46",1987,"M","19871O46_NN34626",18.2,NA,74,"5","28/05/1987"
"7237","C375309","19871O47",1987,"M","19871O47_C375309",18.7,NA,78,"6","24/05/1987"
"7238","C375797","19871O50",1987,"M","19871O50_C375797",18.2,NA,77,"5","24/05/1987"
"7239","C695715","19871O52",1987,"M","19871O52_C695715",19.5,NA,77,"5","24/05/1987"
"7240","NN35503","19871O6",1987,"M","19871O6_NN35503",17.9,NA,73,"5","24/05/1987"
"7241","NN86345","19871O63",1987,"M","19871O63_NN86345",19.3,NA,79,"6","24/05/1987"
"7242","NN35726","19871O69",1987,"M","19871O69_NN35726",18.7,NA,76,"5","24/05/1987"
"7243","NN35716","19871O71",1987,"M","19871O71_NN35716",18.5,NA,74,"5","24/05/1987"
"7244","E067729","19871O76",1987,"M","19871O76_E067729",18.4,NA,76,"6","30/05/1987"
"7245","NN35610","19871O77",1987,"M","19871O77_NN35610",18.3,NA,75,"5","24/05/1987"
"7246","C375318","19871O78",1987,"M","19871O78_C375318",19.4,NA,78,"6","24/05/1987"
"7247","VB54037","19871O84",1987,"M","19871O84_VB54037",18.7,NA,79,"5","26/05/1987"
"7248","NN35617","19871O87",1987,"M","19871O87_NN35617",18.2,NA,75,"5","24/05/1987"
"7249","C695242","19871O95",1987,"M","19871O95_C695242",18.6,NA,78,"6","26/05/1987"
"7250","NN87911","19871P1",1987,"M","19871P1_NN87911",17.9,NA,76,"5","26/05/1987"
"7251","NN87917","19871P15",1987,"M","19871P15_NN87917",20.6,NA,76,"5","19/05/1987"
"7252","NN87680","19871SW101",1987,"M","19871SW101_NN87680",19.1,NA,78,"6","28/05/1987"
"7253","E067741","19871SW108",1987,"M","19871SW108_E067741",18.6,NA,74,"5","04/06/1987"
"7254","NN35629","19871SW112",1987,"M","19871SW112_NN35629",18.8,NA,78,"5","08/06/1987"
"7255","NN35685","19871SW124",1987,"M","19871SW124_NN35685",18.1,NA,74,"5","21/05/1987"
"7256","NN35792","19871SW127",1987,"M","19871SW127_NN35792",19,NA,76,"5","27/05/1987"
"7257","NC10776","19871SW130",1987,"M","19871SW130_NC10776",18.7,NA,78,"6","03/06/1987"
"7258","C695245","19871SW132",1987,"M","19871SW132_C695245",19.6,NA,78,"6","27/05/1987"
"7259","NN34633","19871SW14",1987,"M","19871SW14_NN34633",18.5,NA,75,"5","26/05/1987"
"7260","C375766","19871SW2",1987,"M","19871SW2_C375766",18.9,NA,76,"5","17/05/1987"
"7261","NN86177","19871SW33",1987,"M","19871SW33_NN86177",19.2,NA,78,"6","18/05/1987"
"7262","C375807","19871SW43",1987,"M","19871SW43_C375807",18.7,NA,73.5,"6","19/05/1987"
"7263","NN34629","19871SW51",1987,"M","19871SW51_NN34629",17.7,NA,74,"5","18/05/1987"
"7264","C375641","19871SW56",1987,"M","19871SW56_C375641",19.3,NA,77,"6","19/05/1987"
"7265","NN86445","19871SW61",1987,"M","19871SW61_NN86445",18.9,NA,74,"5","21/05/1987"
"7266","NN88372","19871SW68",1987,"M","19871SW68_NN88372",19.2,NA,77,"6","21/05/1987"
"7267","NE94200","19871SW70",1987,"M","19871SW70_NE94200",19.5,NA,76,"6","19/05/1987"
"7268","NE94458","19871SW79",1987,"M","19871SW79_NE94458",19.8,NA,79,"6","19/05/1987"
"7269","NN87414","19871SW9",1987,"M","19871SW9_NN87414",17.7,NA,74,"5","26/05/1987"
"7270","C375783","19871W1",1987,"M","19871W1_C375783",19.8,NA,75,"5","31/05/1987"
"7271","E066323","19871W100",1987,"M","19871W100_E066323",18.9,NA,78,"6","21/05/1987"
"7272","VB54909","19871W101",1987,"M","19871W101_VB54909",18.8,NA,75,"5","21/05/1987"
"7273","VB54141","19871W13",1987,"M","19871W13_VB54141",18,NA,75,"5","25/05/1987"
"7274","E066181","19871W14",1987,"M","19871W14_E066181",19.9,NA,76,"6","21/05/1987"
"7275","NN87029","19871W17",1987,"M","19871W17_NN87029",19.8,NA,76,"6","25/05/1987"
"7276","E066327","19871W20",1987,"M","19871W20_E066327",19.6,NA,75,"5","25/05/1987"
"7277","NN30158","19871W22",1987,"M","19871W22_NN30158",19.8,NA,78,"6","21/05/1987"
"7278","NN35770","19871W28",1987,"M","19871W28_NN35770",18.8,NA,74,"5","21/05/1987"
"7279","NE95928","19871W33",1987,"M","19871W33_NE95928",19.9,NA,78,"6","30/05/1987"
"7280","VB54262","19871W38",1987,"M","19871W38_VB54262",18.9,NA,75,"5","16/05/1987"
"7281","NN87634","19871W47",1987,"M","19871W47_NN87634",18.9,NA,75,"6","27/05/1987"
"7282","NN87166","19871W4B",1987,"M","19871W4B_NN87166",20.1,NA,77,"6","25/05/1987"
"7283","VB54448","19871W55",1987,"M","19871W55_VB54448",19.4,NA,78,"5","27/05/1987"
"7284","NE96832","19871W64",1987,"M","19871W64_NE96832",18,NA,78,"6","21/05/1987"
"7285","VB54048","19871W68",1987,"M","19871W68_VB54048",19.8,NA,74,"5","27/05/1987"
"7286","E066330","19871W7",1987,"M","19871W7_E066330",19.3,NA,74,"5","31/05/1987"
"7287","A007133","19871W72",1987,"M","19871W72_A007133",19.2,NA,78,"6","16/05/1987"
"7288","NN86285","19871W73",1987,"M","19871W73_NN86285",20.1,NA,78,"6","27/05/1987"
"7289","NE96929","19871W76",1987,"M","19871W76_NE96929",18.3,NA,78,"6","21/05/1987"
"7290","NN35675","19871W78",1987,"M","19871W78_NN35675",20.6,NA,77,"5","21/05/1987"
"7291","E066041","19871W84",1987,"M","19871W84_E066041",19,NA,78,"6","16/05/1987"
"7292","E066328","19871W85",1987,"M","19871W85_E066328",19.9,NA,76,"5","25/05/1987"
"7293","E066099","19871W9",1987,"M","19871W9_E066099",20.1,NA,75,"6","18/05/1987"
"7294","VC47419","19881B10",1988,"M","19881B10_VC47419",17.5,NA,73,"5","06/06/1988"
"7295","E066244","19881B108",1988,"M","19881B108_E066244",19.7,NA,77,"6","07/06/1988"
"7296","VB54805","19881B11",1988,"M","19881B11_VB54805",18.7,NA,77,"5","03/06/1988"
"7297","E066214","19881B113",1988,"M","19881B113_E066214",17.8,NA,76,"6","07/06/1988"
"7298","VB55458","19881B117",1988,"M","19881B117_VB55458",20.3,NA,77,"5","23/05/1988"
"7299","NN86461","19881B119",1988,"M","19881B119_NN86461",18.3,NA,76,"6","05/06/1988"
"7300","NN34319","19881B127",1988,"M","19881B127_NN34319",19.4,NA,79,"6","24/05/1988"
"7301","E181474","19881B147",1988,"M","19881B147_E181474",18.3,NA,77,"5","03/06/1988"
"7302","NN34815","19881B172",1988,"M","19881B172_NN34815",18.5,NA,76,"6","21/05/1988"
"7303","NN86612","19881B180",1988,"M","19881B180_NN86612",19.6,NA,78,"6","04/06/1988"
"7304","VB54749","19881B184",1988,"M","19881B184_VB54749",19.6,NA,76,"5","27/05/1988"
"7305","VB55509","19881B213",1988,"M","19881B213_VB55509",18,NA,76,"5","28/05/1988"
"7306","E906671","19881B217",1988,"M","19881B217_E906671",18.5,NA,73,"5","31/05/1988"
"7307","E066224","19881B218",1988,"M","19881B218_E066224",19.6,NA,75,"6","24/05/1988"
"7308","VC47126","19881B219",1988,"M","19881B219_VC47126",18,NA,74,"5","05/06/1988"
"7309","NN87936","19881B222",1988,"M","19881B222_NN87936",18.7,NA,77,"6","03/06/1988"
"7310","NN88771","19881B226",1988,"M","19881B226_NN88771",20.8,NA,77,"5","03/06/1988"
"7311","E181492","19881B229",1988,"M","19881B229_E181492",19.5,NA,78,"5","28/05/1988"
"7312","NN88566","19881B23",1988,"M","19881B23_NN88566",18.7,NA,76,"5","26/05/1988"
"7313","VB54922","19881B27",1988,"M","19881B27_VB54922",19.8,NA,77.5,"6","21/05/1988"
"7314","NN88897","19881B30",1988,"M","19881B30_NN88897",19.3,NA,75,"5","01/06/1988"
"7315","NN88767","19881B45",1988,"M","19881B45_NN88767",17.7,NA,74.5,"5","02/06/1988"
"7316","NN88364","19881B5",1988,"M","19881B5_NN88364",18.5,NA,77,"6","01/06/1988"
"7317","VB54704","19881B63",1988,"M","19881B63_VB54704",18.3,NA,75,"5","25/05/1988"
"7318","VC47053","19881B65",1988,"M","19881B65_VC47053",17.5,NA,73,"5","02/06/1988"
"7319","NN88834","19881B7",1988,"M","19881B7_NN88834",19.3,NA,76,"5","03/06/1988"
"7320","VB54851","19881B87",1988,"M","19881B87_VB54851",17.8,NA,74,"5","23/05/1988"
"7321","C375759","19881B90",1988,"M","19881B90_C375759",19.3,NA,79,"6","27/05/1988"
"7322","VB54822","19881B92",1988,"M","19881B92_VB54822",18.2,NA,77,"5","29/05/1988"
"7323","C716776","19881B99",1988,"M","19881B99_C716776",18.5,NA,79,"6","25/05/1988"
"7324","VB55335","19881C1",1988,"M","19881C1_VB55335",18.8,NA,73.5,"5","01/06/1988"
"7325","VB55165","19881C112",1988,"M","19881C112_VB55165",17.7,NA,73,"5","02/06/1988"
"7326","E587328","19881C114",1988,"M","19881C114_E587328",20.7,NA,78.5,"6","25/05/1988"
"7327","NN35941","19881C120",1988,"M","19881C120_NN35941",19.4,NA,74,"5","29/05/1988"
"7328","VB55175","19881C125",1988,"M","19881C125_VB55175",18.6,NA,74,"5","06/06/1988"
"7329","VB55134","19881C129",1988,"M","19881C129_VB55134",18.4,NA,76,"5","05/06/1988"
"7330","VB55370","19881C131",1988,"M","19881C131_VB55370",18.2,NA,75,"5","20/05/1988"
"7331","VC47441","19881C156",1988,"M","19881C156_VC47441",19.4,NA,75,"5","31/05/1988"
"7332","VB55267","19881C160A",1988,"M","19881C160A_VB55267",18.9,NA,73,"5","07/06/1988"
"7333","E587316","19881C19",1988,"M","19881C19_E587316",19.2,NA,75,"5","24/05/1988"
"7334","VB55298","19881C24A",1988,"M","19881C24A_VB55298",18,NA,74,"5","30/05/1988"
"7335","VB55365","19881C37",1988,"M","19881C37_VB55365",19.6,NA,75,"5","03/06/1988"
"7336","NN88527","19881C38",1988,"M","19881C38_NN88527",19.8,NA,76,"5","31/05/1988"
"7337","VC47481","19881C42",1988,"M","19881C42_VC47481",19.3,NA,73,"5","31/05/1988"
"7338","VC47436","19881C44",1988,"M","19881C44_VC47436",18.4,NA,72,"5","02/06/1988"
"7339","NN35630","19881C5",1988,"M","19881C5_NN35630",18.6,NA,75,"6","30/05/1988"
"7340","NC10792","19881C52",1988,"M","19881C52_NC10792",20.6,NA,78,"6","27/05/1988"
"7341","NN88473","19881C54",1988,"M","19881C54_NN88473",21.7,NA,74.5,"5","27/05/1988"
"7342","C696596","19881C6",1988,"M","19881C6_C696596",20,NA,76.5,"6","08/06/1988"
"7343","VB54506","19881C61",1988,"M","19881C61_VB54506",19.5,NA,76.5,"6","25/05/1988"
"7344","C375669","19881C9",1988,"M","19881C9_C375669",19,NA,76.5,"6","25/05/1988"
"7345","E956282","19881CP14A",1988,"M","19881CP14A_E956282",19,NA,76,"5","03/06/1988"
"7346","VC47106","19881CP18",1988,"M","19881CP18_VC47106",19,NA,75.5,"5","03/06/1988"
"7347","VB54869","19881CP2",1988,"M","19881CP2_VB54869",18.2,NA,75.5,"5","24/05/1988"
"7348","VB55018","19881CP27",1988,"M","19881CP27_VB55018",19.5,NA,76,"5","03/06/1988"
"7349","VB54007","19881CP32",1988,"M","19881CP32_VB54007",19.6,NA,78,"6","03/06/1988"
"7350","VC47196","19881CP35",1988,"M","19881CP35_VC47196",20,NA,76,"5","07/06/1988"
"7351","E066318","19881CP37",1988,"M","19881CP37_E066318",18.2,NA,77.5,"6","27/05/1988"
"7352","VB54668","19881CP4",1988,"M","19881CP4_VB54668",18.1,NA,76,"5","03/06/1988"
"7353","NN35248","19881CP40",1988,"M","19881CP40_NN35248",19.5,NA,76,"6","03/06/1988"
"7354","VB54882","19881CP41",1988,"M","19881CP41_VB54882",18.1,NA,78,"5","03/06/1988"
"7355","NN87554","19881CP43",1988,"M","19881CP43_NN87554",19.5,NA,80,"6","27/05/1988"
"7356","VB55241","19881CP8",1988,"M","19881CP8_VB55241",19.3,NA,77,"5","03/06/1988"
"7357","NN87852","19881EX1",1988,"M","19881EX1_NN87852",18.1,NA,74,"5","07/06/1988"
"7358","VB54579","19881EX11",1988,"M","19881EX11_VB54579",19.9,NA,77,"5","31/05/1988"
"7359","VB55053","19881EX13A",1988,"M","19881EX13A_VB55053",18.8,NA,75,"5","29/05/1988"
"7360","VC47150","19881EX14A",1988,"M","19881EX14A_VC47150",18.1,NA,75,"5","15/06/1988"
"7361","E587202","19881EX17",1988,"M","19881EX17_E587202",21,NA,76.5,"5","07/06/1988"
"7362","B069608","19881EX2",1988,"M","19881EX2_B069608",18.2,NA,78,"6","31/05/1988"
"7363","NN88711","19881EX27",1988,"M","19881EX27_NN88711",19.1,NA,74,"5","30/05/1988"
"7364","E587270","19881EX30",1988,"M","19881EX30_E587270",19.9,NA,79,"5","22/05/1988"
"7365","VC47015","19881EX31A",1988,"M","19881EX31A_VC47015",18.6,NA,74,"5","23/05/1988"
"7366","E587250","19881EX33",1988,"M","19881EX33_E587250",18.6,NA,75,"5","21/05/1988"
"7367","C695589","19881EX34A",1988,"M","19881EX34A_C695589",19.6,NA,79.5,"6","08/06/1988"
"7368","VB55016","19881EX35",1988,"M","19881EX35_VB55016",18.2,NA,76,"5","21/05/1988"
"7369","NN88916","19881EX39",1988,"M","19881EX39_NN88916",19.7,NA,77,"5","31/05/1988"
"7370","VB54083","19881EX39A",1988,"M","19881EX39A_VB54083",19,NA,79,"6","23/05/1988"
"7371","NN86759","19881EX39B",1988,"M","19881EX39B_NN86759",19.3,NA,77,"6","24/05/1988"
"7372","VB55014","19881EX4",1988,"M","19881EX4_VB55014",18.2,NA,76,"5","24/05/1988"
"7373","NN88895","19881EX40",1988,"M","19881EX40_NN88895",19.7,NA,77,"5","07/06/1988"
"7374","E587195","19881EX41A",1988,"M","19881EX41A_E587195",18.2,NA,75,"5","07/06/1988"
"7375","C695529","19881EX42",1988,"M","19881EX42_C695529",19.2,NA,78.5,"6","23/05/1988"
"7376","NN30004","19881EX43B",1988,"M","19881EX43B_NN30004",18.7,NA,74.5,"6","28/05/1988"
"7377","E956352","19881EX43C",1988,"M","19881EX43C_E956352",18.5,NA,77,"5","09/06/1988"
"7378","E066193","19881EX45",1988,"M","19881EX45_E066193",18.7,NA,75,"6","30/05/1988"
"7379","NN88724","19881EX47A",1988,"M","19881EX47A_NN88724",18.7,NA,77,"5","06/06/1988"
"7380","E067899","19881EX49",1988,"M","19881EX49_E067899",19.1,NA,75,"6","25/05/1988"
"7381","E956250","19881EX49A",1988,"M","19881EX49A_E956250",18.8,NA,78,"5","01/06/1988"
"7382","VB54715","19881EX5",1988,"M","19881EX5_VB54715",18.2,NA,76,"5","24/05/1988"
"7383","NN86723","19881EX50",1988,"M","19881EX50_NN86723",18,NA,74,"5","01/06/1988"
"7384","VB54542","19881EX51",1988,"M","19881EX51_VB54542",19.7,NA,76,"6","06/06/1988"
"7385","NN87898","19881EX51B",1988,"M","19881EX51B_NN87898",18,NA,77,"5","21/05/1988"
"7386","NN35152","19881EX51D",1988,"M","19881EX51D_NN35152",18.8,NA,78,"6","25/05/1988"
"7387","NN88750","19881EX53",1988,"M","19881EX53_NN88750",20,NA,76,"5","28/05/1988"
"7388","VB54676","19881EX54",1988,"M","19881EX54_VB54676",19.9,NA,75.5,"5","01/06/1988"
"7389","VB54697","19881EX55",1988,"M","19881EX55_VB54697",18.2,NA,75.5,"5","22/05/1988"
"7390","VC47121","19881EX56",1988,"M","19881EX56_VC47121",19.8,NA,77,"5","08/06/1988"
"7391","C695586","19881EX6",1988,"M","19881EX6_C695586",20,NA,77.9,"6","06/06/1988"
"7392","NN88716","19881EX60",1988,"M","19881EX60_NN88716",19.7,NA,74,"5","01/06/1988"
"7393","NN88737","19881EX62",1988,"M","19881EX62_NN88737",19.9,NA,75.5,"5","05/06/1988"
"7394","NN88514","19881EX62B",1988,"M","19881EX62B_NN88514",19.9,NA,76.5,"5","05/06/1988"
"7395","NN88953","19881EX62D",1988,"M","19881EX62D_NN88953",19.8,NA,76,"5","05/06/1988"
"7396","E956330","19881EX62F",1988,"M","19881EX62F_E956330",18.1,NA,74,"5","05/06/1988"
"7397","NN35651","19881EX62H",1988,"M","19881EX62H_NN35651",17.3,NA,77,"6","07/06/1988"
"7398","E956328","19881EX62I",1988,"M","19881EX62I_E956328",18.8,NA,76,"6","05/06/1988"
"7399","VB54494","19881EX63",1988,"M","19881EX63_VB54494",19,NA,76,"6","28/05/1988"
"7400","NN88690","19881EX66",1988,"M","19881EX66_NN88690",19.4,NA,77,"5","01/06/1988"
"7401","VB55081","19881EX67",1988,"M","19881EX67_VB55081",18.9,NA,76,"5","01/06/1988"
"7402","VB54332","19881EX68",1988,"M","19881EX68_VB54332",20.4,NA,78,"6","01/06/1988"
"7403","VB55076","19881EX69",1988,"M","19881EX69_VB55076",19.2,NA,75,"5","01/06/1988"
"7404","NN87690","19881EX73",1988,"M","19881EX73_NN87690",19.7,NA,78,"6","01/06/1988"
"7405","E587169","19881EX74",1988,"M","19881EX74_E587169",19,NA,79,"5","05/06/1988"
"7406","C695695","19881EX80",1988,"M","19881EX80_C695695",19.1,NA,75,"6","01/06/1988"
"7407","E956217","19881EX8A",1988,"M","19881EX8A_E956217",19,NA,78,"5","31/05/1988"
"7408","E066312","19881EX9",1988,"M","19881EX9_E066312",19.8,NA,77,"6","08/06/1988"
"7409","E956327","19881EX90",1988,"M","19881EX90_E956327",19.2,NA,76,"5","05/06/1988"
"7410","B069074","19881EX91",1988,"M","19881EX91_B069074",19.2,NA,78,"6","05/06/1988"
"7411","VB54716","19881MP1",1988,"M","19881MP1_VB54716",18.5,NA,75,"5","26/05/1988"
"7412","E984596","19881MP12",1988,"M","19881MP12_E984596",18.3,NA,73,"6","05/06/1989"
"7413","VC47321","19881MP14",1988,"M","19881MP14_VC47321",18.4,NA,76,"5","01/06/1988"
"7414","NE96051","19881MP29",1988,"M","19881MP29_NE96051",19.1,NA,78,"6","26/05/1988"
"7415","VC47332","19881MP31",1988,"M","19881MP31_VC47332",18,NA,74,"5","14/06/1988"
"7416","NE96074","19881MP34",1988,"M","19881MP34_NE96074",19.4,NA,77,"6","24/05/1988"
"7417","E067788","19881MP35",1988,"M","19881MP35_E067788",18,NA,75,"5","24/05/1988"
"7418","E067786","19881MP40",1988,"M","19881MP40_E067786",18.5,NA,75,"6","24/05/1988"
"7419","NN88568","19881MP45",1988,"M","19881MP45_NN88568",17.5,NA,75,"5","06/06/1988"
"7420","NN88431","19881MP48",1988,"M","19881MP48_NN88431",18.6,NA,77,"5","05/06/1988"
"7421","B067948","19881MP56",1988,"M","19881MP56_B067948",18.5,NA,79,"6","24/05/1988"
"7422","E181481","19881MP59",1988,"M","19881MP59_E181481",17.3,NA,73,"5","05/06/1988"
"7423","NN88813","19881MP65",1988,"M","19881MP65_NN88813",18.3,NA,76,"5","26/05/1988"
"7424","C375774","19881MP68",1988,"M","19881MP68_C375774",21.8,NA,78,"6","06/06/1988"
"7425","NN93684","19881MP71",1988,"M","19881MP71_NN93684",19.2,NA,76,"6","24/05/1988"
"7426","E984612","19881MP74",1988,"M","19881MP74_E984612",19.1,NA,77,"5","16/06/1988"
"7427","VB54756","19881MP79",1988,"M","19881MP79_VB54756",18.7,NA,75,"5","07/06/1988"
"7428","E984598","19881MP84",1988,"M","19881MP84_E984598",19.8,NA,75,"5","06/06/1988"
"7429","VC47406","19881MP87",1988,"M","19881MP87_VC47406",19.1,NA,74,"5","26/05/1988"
"7430","E984589","19881MP89",1988,"M","19881MP89_E984589",18.3,NA,75,"5","01/06/1988"
"7431","C695240","19881MP93",1988,"M","19881MP93_C695240",17.6,NA,76,"6","07/06/1988"
"7432","VB55405","19881MP95",1988,"M","19881MP95_VB55405",18.6,NA,75,"5","26/05/1988"
"7433","VB55008","19881O101",1988,"M","19881O101_VB55008",18.8,NA,76,"5","01/06/1988"
"7434","VB55324","19881O105",1988,"M","19881O105_VB55324",19.7,NA,75,"5","30/05/1988"
